Gene_ID	CDS_length	chr	testis_TR.R1	testis_TR.R2	testis_TR.R3	testis_RP.R1	testis_RP.R2	testis_RP.R3	spermatocytes_TR.R1	spermatocytes_TR.R2	spermatocytes_RP.R1	spermatocytes_RP.R2	roundSpermatids_TR.R1	roundSpermatids_TR.R2	roundSpermatids_RP.R1	roundSpermatids_RP.R2	elongatingSpermatids_TR.R1	elongatingSpermatids_TR.R2	elongatingSpermatids_RP.R1	elongatingSpermatids_RP.R2	spermatozoa_TR.R1	spermatozoa_TR.R2	spermatozoa_RP.R1	spermatozoa_RP.R2
ENSMUSG00000028364	4695	4	1.665	2.0817	1.3899	0.825	0.5697	0.4955	0.5279	0.4953	0.4129	0.2746	3.9106	3.9221	2.9072	2.6158	0.4886	0.2441	0.0573	0.0894	3.7996	1.7476	5.0053	2.5456
ENSMUSG00000028367	318	4	133.9998	58.9259	40.5119	836.2036	423.5051	312.2331	6.9496	6.6739	22.3788	13.5019	4.8616	3.2128	34.4273	38.6288	9.8067	3.9698	35.7767	9.6356	963.9075	813.9187	1961.4931	978.884
ENSMUSG00000028369	NA	4	0.7453	0.9893	1.1052	2.0909	1.1731	1.6204	0.1812	0	0.102	0	0	0	0.2969	0.4367	0	0.377	0.118	0	0	0	0	0.1527
ENSMUSG00000028370	NA	4	5.932	7.6672	9.146	2.6984	3.7828	6.4774	1.9911	0.9882	1.3457	0.2944	9.2242	9.1458	9.7096	9.7887	19.256	22.8824	25.1938	23.9127	8.1945	4.9575	11.5551	2.4285
ENSMUSG00000028373	4047	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028378	990	4	101.0372	36.9951	32.8034	373.2727	164.8999	152.9841	4.0444	3.0677	12.3651	8.8081	3.7384	2.9628	16.6092	12.2181	17.1064	6.8493	81.7773	23.3196	3501.2358	2202.9863	4354.2064	2507.8667
ENSMUSG00000028381	1185	4	15.8135	9.0566	10.048	16.2998	15.8044	16.1343	11.5627	11.5486	4.8933	5.6777	6.5034	6.4523	1.7615	1.2164	2.4855	1.6741	1.1144	0.8471	23.8907	39.0091	17.4688	29.8778
ENSMUSG00000028382	1665	4	14.2353	8.8329	8.4115	22.5482	14.3067	14.633	8.9164	8.1094	7.9151	7.5767	5.0928	5.4037	3.0446	2.7102	5.7751	4.5491	3.2945	1.6182	52.5993	112.8758	97.0171	107.9272
ENSMUSG00000028383	1473	4	121.6689	135.3466	151.7291	52.0695	60.2573	65.6001	59.4653	44.7888	20.4385	15.536	179.1869	178.7009	68.3373	46.3773	353.3841	365.7016	105.9709	143.7476	214.6821	193.1004	400.6173	227.8373
ENSMUSG00000028385	1314	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028389	1785	4	143.4491	163.6372	171.6148	18.2169	26.5954	36.5331	49.0714	39.5431	10.1557	4.662	215.4489	220.8756	62.144	39.7457	106.3047	76.7434	33.7653	50.077	6.7395	13.7101	6.301	6.7753
ENSMUSG00000028391	1104	4	167.0245	190.563	211.7252	35.3311	48.5664	48.4905	151.9937	163.1358	38.1989	31.9149	226.4538	239.3851	69.9947	73.8	147.3581	129.277	71.6767	62.065	12.8581	12.1432	5.0677	5.0407
ENSMUSG00000028392	1461	4	244.5458	353.9521	326.7259	23.72	48.2503	47.8181	293.487	308.0574	22.7311	21.9653	374.5124	414.9949	38.4584	36.0768	515.4861	521.8902	120.2139	106.5628	151.3416	149.7155	29.6579	35.2106
ENSMUSG00000028393	993	4	53.8127	61.1863	41.6237	147.9062	170.6319	127.8301	15.9453	11.976	12.1213	8.9598	11.3228	10.4878	11.4111	10.4771	23.5102	8.8627	41.396	12.2364	601.6983	569.5087	817.9846	705.9466
ENSMUSG00000028394	438	4	143.001	155.1813	124.5586	181.6182	204.0874	161.9213	194.5811	187.0496	183.7386	183.3214	141.7209	134.9125	150.9435	148.0977	102.9424	108.3693	188.9364	224.1028	127.0741	86.6251	160.4599	124.2519
ENSMUSG00000028396	654	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028397	3165	4	8.7864	6.2255	5.6585	13.0706	11.8877	13.7387	3.8856	2.9944	6.2458	5.1327	0.9029	0.9892	2.5438	2.2772	1.3138	0.7407	2.4927	1.5023	31.0409	32.0877	20.9562	25.9864
ENSMUSG00000028398	336	4	25.3388	19.6037	24.6171	44.4259	38.5787	39.1394	48.2849	50.6396	89.6007	91.5579	18.1955	20.9904	35.1186	25.3677	8.2501	3.6498	11.9921	6.132	69.4585	40.8401	68.0394	56.5986
ENSMUSG00000028399	4527	4	8.9216	5.6553	5.6557	12.8323	8.6056	8.4073	1.5399	1.8641	1.4196	1.6932	3.2165	3.1952	3.4917	2.1985	4.0389	3.7766	1.6175	1.1454	0.9189	0.379	0.17	0.4712
ENSMUSG00000028402	6168	4	4.4355	3.6514	4.0505	3.5438	3.9076	3.4669	0.8445	1.5847	0.8455	1.3215	2.5668	2.1193	5.8	3.475	0.5684	0.6863	0.4332	0.3813	9.525	19.5435	6.7788	8.2519
ENSMUSG00000028403	798	4	11.2587	9.6062	6.2985	9.0238	9.0184	7.5438	11.7291	11.0049	18.5697	17.0289	3.1995	4.2125	3.6833	3.2986	3.0395	2.7119	0.8911	0.5958	29.7482	32.4106	10.4681	13.7824
ENSMUSG00000028405	2670	4	17.0171	7.2946	6.0861	49.8385	27.7893	24.1335	0.8374	0.6989	2.1498	1.2765	0.4825	0.4444	1.755	1.7605	2.2711	0.6754	8.8391	2.1963	248.8288	250.7899	352.6856	302.7401
ENSMUSG00000028407	150	4	14.8315	13.628	10.7357	22.2532	8.6977	6.7175	17.853	11.2213	15.4239	12.0988	3.904	2.1971	2.5559	7.5208	2.8875	1.6832	1.5801	0	195.1522	67.8736	32.5395	42.9419
ENSMUSG00000028409	1542	4	99.4942	94.6017	94.3215	154.0345	155.2426	150.2277	118.5829	122.0419	309.9893	385.0561	81.3614	86.9873	142.3549	171.8027	16.0668	9.8708	30.1711	16.6848	198.7305	145.6239	132.9809	139.3831
ENSMUSG00000028410	834	4	40.4898	35.9056	33.1454	89.7112	84.3831	77.4017	53.7629	54.8255	110.9379	108.2872	31.7618	32.9293	48.5569	54.5373	8.2345	3.1114	20.4749	9.9995	69.7212	76.159	122.7009	107.1236
ENSMUSG00000028411	1029	4	150.2494	191.6332	203.5886	102.2348	165.047	151.6953	70.2897	53.2236	72.293	37.7636	243.8068	248.0292	384.2823	387.2592	142.6601	137.9167	307.6299	398.0308	53.7281	38.384	29.5724	28.1295
ENSMUSG00000028412	1971	4	10.1095	4.2062	3.8858	14.9466	8.2613	9.3395	0.6355	0.4337	0.282	0.0328	0.642	0.5127	0.3155	0.1393	1.4117	0.2939	0.7524	0.0391	67.3676	73.2604	33.1826	43.9157
ENSMUSG00000028413	1200	4	22.7463	8.2336	7.8281	74.4481	43.8394	37.2047	2.3616	1.2502	5.6375	2.4345	6.4221	5.6851	49.805	46.3782	2.9597	2.8855	3.8939	2.0692	41.7038	80.6263	73.3585	119.4779
ENSMUSG00000028414	1386	4	27.596	25.0321	26.142	11.7441	13.725	15.5094	29.5825	25.635	27.0672	21.0142	22.1396	19.5696	15.1524	11.983	15.5939	14.3388	2.7117	3.1637	10.9942	18.25	5.4425	6.0701
ENSMUSG00000028415	NA	4	44.4223	12.6185	11.3115	180.0543	51.5995	59.2955	0.6973	1.5422	1.9075	2.2047	0.5385	2.1466	2.9378	2.1611	1.4935	1.7965	7.1353	6.882	45.4771	13.8102	40.1366	16.285
ENSMUSG00000028416	660	4	523.5741	677.354	676.1915	95.2408	162.8594	187.8636	358.5573	317.4011	52.6701	24.5464	607.1091	621.6864	181.6255	195.2366	2180.806	2259.6721	558.7947	1112.6194	1050.6138	717.9235	98.2147	134.7744
ENSMUSG00000028417	327	4	3.9251	4.5149	5.1485	4.7025	1.9305	2.2913	1.3517	1.6785	0.3582	0	6.7335	6.0471	0.5211	0.575	2.7816	1.9854	1.5532	0	1.4716	0	0	0
ENSMUSG00000028419	660	4	91.2057	84.0562	89.8335	149.3394	115.4809	106.948	40.1811	28.9403	89.4549	75.517	68.1782	63.2173	82.6157	62.2934	105.2635	80.6069	154.5253	130.9529	488.245	383.7293	595.3976	392.572
ENSMUSG00000028420	879	4	34.4114	26.6151	25.4263	55.2979	43.3786	43.1198	48.1243	45.7494	33.0174	31.7754	7.7814	8.0236	6.8332	7.4153	4.0898	2.1748	2.1187	1.3823	39.5067	29.4959	13.8272	15.4037
ENSMUSG00000028423	3345	4	31.3359	17.2641	19.7528	44.9391	29.6299	34.4102	7.1042	6.0056	6.4087	4.1419	6.1204	5.0051	11.5507	6.7826	4.532	3.4289	6.2153	3.3798	72.8389	67.7545	25.573	28.3083
ENSMUSG00000028426	1251	4	218.1903	268.6646	248.3222	183.2994	219.3442	226.437	234.0998	253.2135	142.707	138.4531	273.2058	294.0564	144.1411	173.2907	507.2564	384.1796	259.5402	744.5948	205.2749	183.087	191.4259	178.8108
ENSMUSG00000028427	NA	4	147.5828	200.1107	214.1086	50.0893	85.0946	105.9811	52.9684	27.5237	9.4087	2.4753	251.372	240.7441	88.7941	78.2728	211.578	178.1658	169.2635	132.7686	0.0879	5.131	0	1.009
ENSMUSG00000028430	3459	4	7.013	4.2846	4.9024	27.3022	20.2825	18.046	3.9913	3.364	8.4581	6.6671	0.6569	0.6384	3.0419	3.8231	0.9266	0.5214	6.6957	1.344	9.367	18.3731	34.0444	25.0825
ENSMUSG00000028431	4002	4	13.4165	8.8396	9.4073	19.7554	15.6481	14.9196	8.3807	9.1432	9.5205	8.9147	2.1364	2.6352	5.1412	6.4365	1.7641	0.8652	3.5028	1.5049	26.8133	28.2209	23.5295	22.588
ENSMUSG00000028433	2454	4	25.1962	19.6467	18.6443	26.5276	32.0105	29.3819	24.7746	17.1966	28.984	25.5991	22.6102	20.467	37.3178	37.1315	19.2459	34.9424	31.0484	30.7705	4.2272	7.5414	20.6669	19.2253
ENSMUSG00000028434	2700	4	2.6469	1.5415	1.8946	2.1073	1.6739	2.1857	0.3939	0.2079	0.1664	0.1677	0.976	1.0611	0.6992	0.6726	0.9297	0.9564	0.3206	0.7671	38.7834	32.9755	16.7832	15.2977
ENSMUSG00000028435	NA	4	0.7091	0.732	0.6291	0.7598	0.6976	1.0468	1.197	1.1456	3.3439	2.7716	0.4314	0.3642	0.7845	0.3463	0	0.2657	0.1247	0.2919	1.3293	0.5823	0.8882	0.0807
ENSMUSG00000028436	1362	4	118.2974	112.3155	124.5937	36.514	43.0128	44.5596	104.1509	91.4512	72.505	82.028	148.7824	135.9894	40.6596	32.441	95.9753	104.2058	15.6373	17.6486	32.7982	36.1218	17.2525	14.5418
ENSMUSG00000028437	1509	4	43.1516	42.1076	35.6044	25.4509	22.535	29.2781	62.7332	60.2579	18.2236	16.808	34.2591	35.2064	14.2278	14.8273	9.9026	6.2623	3.9941	2.4157	31.1976	29.5438	15.4312	17.3937
ENSMUSG00000028438	2859	4	13.4518	12.2186	11.879	9.4523	11.4338	12.5217	21.1713	20.1966	27.0342	26.4105	6.3753	6.1202	13.2578	8.2056	5.7772	4.6868	1.3058	1.1679	1.4972	2.2679	1.3364	1.367
ENSMUSG00000028439	555	4	12.9506	11.152	10.6829	16.1509	14.4078	8.9846	17.9889	16.8781	11.2922	8.0552	11.6909	14.4298	12.4342	9.4857	6.6335	8.2534	3.5385	4.4738	0.289	1.937	3.337	1.8948
ENSMUSG00000028441	647	4	170.8045	312.6336	277.8334	104.852	249.5587	234.6084	73.7484	35.75	67.1368	25.326	331.5866	329.9475	496.3868	359.2305	946.4677	989.5029	996.863	936.0184	1.3315	21.6441	0.0246	5.4843
ENSMUSG00000028443	444	4	15.7064	14.0679	12.969	42.6581	28.4364	26.3603	7.2026	7.2523	5.9363	6.4801	11.6065	12.9898	18.7089	20.3265	4.3898	1.2185	4.4232	1.4278	78.5739	64.803	71.0422	52.503
ENSMUSG00000028444	1118	4	3.2527	2.5903	2.5971	9.0241	13.3636	9.7754	2.8837	2.1929	22.9729	16.0744	2.9961	2.2404	14.1742	12.7252	0.5424	0.613	1.8475	1.3704	0.1435	0.6222	0.4487	0.2744
ENSMUSG00000028445	231	4	2.7781	2.9498	2.6406	0.3247	1.2753	1.1185	0.3377	1.1088	0.1268	0.1916	0.507	0.1427	0.1844	0.2713	1.875	0.4684	0	0	1.3887	3.285	0	0.7588
ENSMUSG00000028447	561	4	99.5221	117.3113	112.8193	145.2746	143.5869	108.2283	104.9251	102.8598	126.6443	141.5499	132.1936	131.71	129.3149	137.1885	40.9195	24.9456	41.5254	17.2331	258.8972	187.1163	205.8177	170.5867
ENSMUSG00000028451	NA	4	2.8787	2.8615	2.9537	1.4043	1.7062	1.382	2.8547	2.8123	4.4522	3.4893	4.7217	4.1567	6.4162	4.6581	0.817	0.5077	0.3908	0.4313	0	0	0	0.0123
ENSMUSG00000028452	2421	4	36.9514	30.6315	24.3589	90.6107	66.3012	71.3522	37.8985	37.8003	104.1637	111.9671	14.7453	15.3009	42.7043	61.12	6.3332	3.5308	18.965	8.9249	73.4417	74.9119	174.1635	120.9573
ENSMUSG00000028453	1872	4	30.0304	25.9649	24.2428	22.8798	20.7956	21.5719	61.9989	60.1449	86.3401	61.9506	12.5003	13.6616	11.6737	8.8385	5.5298	3.6608	3.8527	1.4393	10.8389	10.134	9.1617	7.5371
ENSMUSG00000028454	3306	4	16.3316	13.9296	12.2291	9.8812	9.8786	9.7532	28.7285	24.1285	17.5573	11.6484	12.1867	10.4174	20.1912	20.3603	4.2972	4.1676	2.2532	0.799	11.9596	16.5837	12.9023	10.6166
ENSMUSG00000028455	1062	4	20.1427	13.3136	13.1875	33.6206	22.0336	22.2117	5.4839	6.3397	3.5573	3.1677	4.8083	5.5549	2.9282	2.5966	2.3655	1.2566	2.9333	0.8954	152.2432	107.2992	84.1081	74.6809
ENSMUSG00000028456	5484	4	14.6554	14.1333	13.5006	7.7714	10.3958	9.7002	13.1278	11.1545	5.5897	4.0712	7.9552	7.3191	18.7959	15.665	3.9474	3.6952	1.5252	1.7267	44.124	53.9622	15.0966	15.1018
ENSMUSG00000028457	420	4	38.5192	22.3328	31.4951	10.0627	11.0191	13.3329	71.9965	70.6997	27.2164	27.3285	33.4083	32.4094	13.7438	19.2325	12.5964	13.1905	4.7092	6.0385	3.7481	3.4182	0.4997	1.0486
ENSMUSG00000028458	1884	4	280.815	310.4386	322.3315	29.2637	35.7193	40.8806	324.5941	345.2665	44.8303	25.4447	393.8699	409.8792	77.2611	52.6934	522.0082	488.8925	47.016	55.2129	12.6429	25.9121	3.8195	3.8608
ENSMUSG00000028459	375	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028461	729	4	29.9305	19.3951	18.0066	60.451	29.2696	32.1452	7.3113	7.4789	2.9326	1.4572	4.2414	3.7071	2.3374	3.2669	5.8226	2.6222	1.765	1.8842	10.4512	7.9804	4.8429	5.2293
ENSMUSG00000028463	303	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028464	855	4	28.7722	15.1422	16.7227	124.5352	69.7985	88.9928	1.0339	0.5136	1.7811	2.3297	0.7397	0.5011	3.2883	3.9583	0.9119	1.2234	2.495	4.0781	3.5644	6.5825	4.5805	3.5362
ENSMUSG00000028465	7626	4	24.1573	12.1816	11.243	44.1595	21.7824	20.8733	6.2493	5.6619	6.2251	4.1907	2.3252	1.8756	6.5635	5.646	2.1753	1.0547	5.3947	2.3969	29.0994	49.1727	32.5508	32.1024
ENSMUSG00000028466	1140	4	66.9142	44.1813	47.6213	98.5995	77.305	71.708	30.2644	31.7124	40.5892	30.48	18.7393	18.531	32.5469	37.8788	13.5638	5.8848	17.8805	5.7927	281.0501	191.5394	122.37	118.3863
ENSMUSG00000028467	2757	4	38.9191	27.3515	26.0807	13.1275	15.8452	15.2564	47.9535	37.9848	7.9349	3.5642	34.5286	35.8019	5.9796	3.9554	28.2626	39.2865	9.8375	4.7905	4.8288	7.5691	7.1935	5.4832
ENSMUSG00000028468	1176	4	14.734	9.657	9.8344	17.5408	15.1738	10.6334	27.0386	25.981	28.6882	31.6924	3.7447	3.1387	6.2667	5.7557	2.3203	1.9629	2.361	1.2129	19.3679	26.8324	19.9156	17.9595
ENSMUSG00000028469	2175	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028470	492	4	21.2176	13.5033	13.1419	42.9177	25.6621	19.4825	4.9145	4.8342	5.4762	5.0382	5.5704	5.0909	4.9352	3.1846	3.4333	4.3986	5.9186	1.718	258.0403	172.8716	199.3918	170.1076
ENSMUSG00000028475	228	4	1.5012	1.4943	1.8192	3.6189	5.9068	6.5725	0.114	0	0.6422	0	0.3082	0.2891	0.7473	1.6493	0.9498	0.9492	1.1881	0	0	0.2774	0	0
ENSMUSG00000028476	2916	4	5.634	3.8362	4.2339	8.2831	7.3463	7.5844	3.0226	3.7143	3.3745	2.6564	2.0805	2.1587	1.9137	1.2251	1.8864	1.4719	1.196	0.9059	0.0825	0.2169	0.0728	0.0301
ENSMUSG00000028478	747	4	53.723	34.3983	30.9354	131.8109	94.4849	80.0267	23.269	25.7308	55.7635	54.7741	5.4549	4.9661	16.4689	16.026	10.0206	3.0194	13.6574	5.3071	411.2514	279.4139	397.4131	293.5225
ENSMUSG00000028479	2169	4	6.6955	4.0416	4.2823	11.1753	6.9771	6.3278	0.977	0.7603	1.7867	1.1741	5.5195	6.061	12.0904	13.6596	1.2446	0.4624	1.4221	0.7707	91.4033	90.7449	78.6442	68.9044
ENSMUSG00000028480	444	4	3.8543	1.0231	1.5936	7.4335	3.7915	2.444	1.1126	0.9065	1.1213	0.3988	1.2662	0.965	2.1107	1.4116	0.1951	0.5686	0.2288	0.238	0	0.4273	0.2607	0.0987
ENSMUSG00000028483	810	4	4.1403	0.6106	1.5741	1.2098	0	0.2778	0.5591	0.3935	0.6298	0	2.015	2.835	4.1225	2.6956	1.8629	3.4905	0	0	0.8624	4.0798	0	0
ENSMUSG00000028484	1587	4	224.8875	234.9326	250.4342	512.9745	722.5926	760.1861	511.1933	598.1176	1037.2946	1156.9429	185.8427	208.2492	282.4079	296.0688	43.9679	24.3409	91.1258	51.2648	20.6184	34.2679	39.3502	45.9167
ENSMUSG00000028487	257	4	6.5943	4.9243	4.9261	11.7141	6.2872	5.9603	1.3563	0.6941	1.3988	0.7047	4.269	3.5056	10.7218	7.2397	6.1771	4.9362	0.8488	0.4832	0.326	0.5141	0.0327	0.0891
ENSMUSG00000028488	1059	4	7.9183	3.9142	3.5712	51.6008	50.6699	49.5019	0.5156	0.3801	1.9358	1.0031	0.9732	1.1826	4.4248	2.3081	1.7996	1.6348	14.9637	6.5351	6.21	9.9124	45.3612	32.5224
ENSMUSG00000028492	NA	4	25.7715	29.5621	27.5536	24.06	51.2618	53.8579	11.3192	4.7305	2.9265	1.0517	47.5193	31.5981	36.0497	20.1027	21.49	25.583	20.4439	14.9148	0	0.5303	0	0.0306
ENSMUSG00000028494	1278	4	55.5254	61.5028	68.4657	65.1066	47.5515	43.2847	19.7416	12.2288	14.5542	6.1318	100.0238	91.1379	102.237	89.0448	22.5377	12.3975	15.1564	5.3973	30.1356	26.7728	28.9466	20.4865
ENSMUSG00000028495	750	4	78.0934	69.654	59.1112	177.3752	176.7043	185.6792	66.5588	69.0842	44.9831	36.1784	48.2223	42.6682	50.4937	38.5231	38.2309	36.8857	15.5757	22.1179	242.0956	125.4608	90.6733	99.1462
ENSMUSG00000028496	1710	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028497	117	4	2.3434	1.4218	2.6347	5.3411	4.4128	5.1754	0.1221	0.2291	0.1833	0.0693	1.0264	1.1862	0.4	1.3731	1.7623	1.4111	2.3315	1.3228	200.9381	218.4077	81.3049	164.5757
ENSMUSG00000028514	7854	4	45.3106	30.6039	29.6867	22.0094	20.5446	23.1095	65.4226	56.8902	17.6259	14.8054	20.6743	18.5807	12.2687	9.4082	8.4045	8.1973	3.2334	2.778	25.1606	46.8435	15.6789	20.8714
ENSMUSG00000028517	939	4	27.5652	12.2758	11.511	164.9595	72.2944	73.1075	1.8274	0.4676	8.9822	0.8956	3.1432	1.8953	26.9474	13.9496	2.2141	1.0755	7.6086	2.4192	18.5339	23.6378	44.1316	57.6777
ENSMUSG00000028518	1659	4	1.8826	1.814	1.706	4.7927	3.1964	2.8967	0.2351	0.1764	0.1236	0.0534	1.059	0.5364	0.4879	0.4533	2.7413	2.8698	0.4286	0.2866	1.7403	1.9059	4.7213	3.1695
ENSMUSG00000028519	1668	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028520	NA	4	52.5776	66.5222	57.1135	8.1387	16.1941	28.2064	21.7148	17.7908	5.4815	2.3436	86.8664	91.0307	29.3204	22.6203	124.5772	127.7045	61.6855	81.9033	0	3.3009	0	0.3268
ENSMUSG00000028521	1005	4	5.7896	3.39	4.37	20.7865	11.851	14.8593	5.8725	6.2624	22.5253	18.6745	2.0977	1.738	4.8321	3.4922	0.5603	0.7896	2.4258	1.577	4.0698	4.0899	18.8123	24.111
ENSMUSG00000028522	1587	4	47.0485	37.6267	34.67	48.5341	54.1224	56.1225	14.7409	12.2339	21.8538	13.3282	35.2422	27.0492	81.98	66.1446	14.9174	10.6062	17.0494	11.5448	20.9989	38.5277	19.8362	21.9312
ENSMUSG00000028523	NA	4	99.3354	141.7403	138.4493	5.7479	13.5449	13.2153	36.6584	13.4588	5.8347	1.6959	187.6169	164.4055	40.2321	26.2939	518.9254	473.3086	51.5686	85.5189	0	12.7199	0	0
ENSMUSG00000028524	2481	4	4.6339	5.6087	6.0167	7.7668	9.4894	11.9679	1.6648	0.5484	3.551	1.1759	6.5741	4.6247	33.6611	33.3432	7.9368	7.4446	22.9502	28.43	0	0.1723	0	0.1194
ENSMUSG00000028525	2211	4	9.5158	7.2361	7.0247	20.2241	25.3756	28.8395	3.62	4.9004	4.2676	4.3872	4.1459	5.2692	4.2222	6.3598	2.2742	1.4044	9.1692	2.1194	7.3339	5.0365	9.4241	7.0316
ENSMUSG00000028527	672	4	2.5353	2.3835	1.5664	3.1486	1.3509	2.169	1.6691	0.9035	0.8677	0.6558	1.5616	0.8137	2.6296	0.619	2.5667	1.1577	0.9197	0.6522	0.9901	0.3123	0.3334	0.541
ENSMUSG00000028528	2703	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028530	3462	4	34.7751	17.0251	14.9271	82.2474	57.5246	54.1211	4.4309	3.2976	6.6405	4.769	2.7403	3.0653	6.6691	7.4223	5.1045	3.4276	10.9444	4.1049	137.0944	168.3379	163.6993	160.743
ENSMUSG00000028532	3867	4	1.4958	1.0378	1.0275	2.6374	2.6753	2.2685	0.1963	0.1745	0.4305	0.1231	0.9586	0.8118	2.0986	1.3695	0.1893	0.086	0.4574	0.1259	0.5417	0.9045	0.3909	0.9401
ENSMUSG00000028533	NA	4	184.1436	193.57	226.8039	27.5812	47.22	65.1687	56.6451	33.8249	27.575	11.028	323.5499	305.5022	249.4442	166.9132	263.5242	243.0575	129.739	232.6491	0.4134	7.3884	0	0.8282
ENSMUSG00000028536	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000028538	1125	4	3.7649	2.3723	1.3664	2.8337	1.8331	1.8832	0.3929	0.5204	0.4686	0.1967	0.3123	0.3515	0.3408	0.3343	0.8085	0.1924	0.0602	0.1409	32.2224	26.4187	9.1402	8.2573
ENSMUSG00000028539	NA	4	3.1591	3.7137	5.1475	0.1583	0.7103	0.327	6.7467	7.1021	1.73	0.9338	6.8197	6.3272	2.1569	1.0578	2.0103	0.9892	0.5	0.3344	1.3536	0.9339	0	0.2773
ENSMUSG00000028540	1470	4	4.2111	2.4423	2.8456	7.5383	6.3355	5.6631	2.6881	3.0266	9.3259	6.5169	0.4069	0.5179	1.8674	1.9699	0.824	0.0895	1.2323	0.3059	6.3019	5.3874	7.6116	5.2191
ENSMUSG00000028541	1110	4	18.0383	23.8387	23.0804	2.4666	3.6778	3.8173	15.2718	13.6146	2.269	0.4387	15.4261	17.7551	5.8717	3.5571	60.7942	57.0267	6.8025	6.1872	3.7571	4.6145	0.1738	0.6316
ENSMUSG00000028542	1902	4	3.186	2.1143	1.4925	13.9647	5.3727	3.0234	0.0691	0.0973	0.3894	0	0	0	0.3399	0.3334	0.2304	0	0.2702	0.1405	13.4377	25.9	22.3707	26.8037
ENSMUSG00000028545	515	4	6.6459	7.9386	6.2064	3.35	4.658	5.6188	5.6038	6.7498	5.5728	5.2429	8.7783	9.2791	10.5876	11.8045	3.1118	2.031	1.315	1.1284	53.5702	41.6254	16.8198	16.0809
ENSMUSG00000028546	1158	4	1.5148	2.3047	2.0438	1.004	1.4901	2.0973	0.4266	0.158	0.5564	0.3822	2.1846	2.0491	1.6186	1.5154	6.8448	7.5376	4.9124	7.2082	0	0.1638	0	0.1892
ENSMUSG00000028549	531	4	47.859	35.6098	45.8117	30.7953	34.7149	39.1685	60.5677	71.8731	103.3002	152.7148	53.818	53.873	64.0184	79.9054	14.1114	14.4001	11.7331	18.9032	14.6504	10.9562	3.0882	6.1065
ENSMUSG00000028550	1377	4	13.1425	10.969	9.2671	16.6963	15.1289	16.9993	14.7085	14.8012	26.1382	27.3234	8.7266	11.4164	10.2707	12.744	11.5438	9.1415	2.2623	2.6089	16.3078	23.0535	19.04	19.8248
ENSMUSG00000028551	507	4	136.8721	145.7098	140.9573	16.2005	12.6174	13.2496	253.8417	293.4514	15.3072	6.3733	91.5248	102.5108	13.4434	10.1365	116.0137	86.649	4.1407	6.252	13.9202	9.6039	2.7778	1.21
ENSMUSG00000028552	2694	4	73.593	40.1581	31.8473	63.6788	52.2134	51.846	75.2759	61.2789	22.2515	19.7255	31.6287	32.6191	15.1298	14.1322	12.8356	11.0744	6.8958	5.7208	19.0492	34.3798	12.9818	19.234
ENSMUSG00000028553	1368	4	0.5942	0.0415	0.1427	0.8225	0.1846	0.9632	0	0	0.0428	0	0.0342	0	0.4048	0	0.0633	0.0527	0	0	4.8073	0.0925	0.3103	2.2422
ENSMUSG00000028555	1731	4	110.9601	131.7094	130.8035	42.9033	59.3853	62.2637	39.5906	23.9096	17.1804	10.9322	200.3924	195.5023	163.4791	201.8388	63.9346	48.1325	70.6833	64.2347	65.7941	63.6732	51.157	45.9121
ENSMUSG00000028556	6393	4	23.4714	16.4117	16.8124	38.2628	35.8721	39.028	26.313	27.8602	48.5346	64.8886	3.8325	4.1538	5.0422	5.4166	3.7976	2.304	6.9767	3.2093	36.653	74.6519	37.8081	46.9536
ENSMUSG00000028557	465	4	91.0865	75.833	92.4547	42.5867	51.5891	60.6188	34.2747	22.0334	22.7989	16.1825	103.9726	85.2626	166.3641	204.7326	48.6223	43.2818	4.5875	5.9078	294.7548	230.7785	56.6734	53.807
