Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000010891	8	ENSOANG00000000718	5
ENSMMUG00000010896	16	ENSOANG00000031279	Contig26413
ENSMMUG00000010898	17	ENSOANG00000015539	Ultra336
ENSMMUG00000010899	17	ENSOANG00000015538	Ultra336
ENSMMUG00000010903	16	ENSOANG00000007731	2
ENSMMUG00000010904	16	ENSOANG00000007732	2
ENSMMUG00000010907	9	ENSOANG00000014137	Ultra328
ENSMMUG00000010908	9	ENSOANG00000014135	Ultra328
ENSMMUG00000010911	18	ENSOANG00000001796	3
ENSMMUG00000010913	18	ENSOANG00000021753	3
ENSMMUG00000010914	18	ENSOANG00000001795	3
ENSMMUG00000010922	20	ENSOANG00000002358	11
ENSMMUG00000010926	4	ENSOANG00000014952	Ultra352
ENSMMUG00000010927	12	ENSOANG00000006076	Ultra514
ENSMMUG00000010933	11	ENSOANG00000003157	Contig710
ENSMMUG00000010934	2	ENSOANG00000001929	Ultra79
ENSMMUG00000010935	6	ENSOANG00000014448	Ultra43
ENSMMUG00000010938	6	ENSOANG00000014449	Ultra43
ENSMMUG00000010939	8	ENSOANG00000003536	Contig341
ENSMMUG00000010940	6	ENSOANG00000014452	Ultra43
ENSMMUG00000010941	5	ENSOANG00000008038	Contig13582
ENSMMUG00000010942	1	ENSOANG00000014757	1
ENSMMUG00000010943	3	ENSOANG00000006167	Ultra274
ENSMMUG00000010944	18	ENSOANG00000004635	7
ENSMMUG00000010949	7	ENSOANG00000001793	Contig14838
ENSMMUG00000010951	10	ENSOANG00000013752	Contig21771
ENSMMUG00000010956	20	ENSOANG00000012454	Contig7509
ENSMMUG00000010961	1	ENSOANG00000002084	Ultra472
ENSMMUG00000010966	15	ENSOANG00000000846	Ultra84
ENSMMUG00000010970	1	ENSOANG00000003961	Contig7223
ENSMMUG00000010971	8	ENSOANG00000005038	7
ENSMMUG00000010973	1	ENSOANG00000003962	Contig7223
ENSMMUG00000010976	15	ENSOANG00000001900	Contig9399
ENSMMUG00000010977	1	ENSOANG00000014624	Ultra330
ENSMMUG00000010978	1	ENSOANG00000014147	Contig11856
ENSMMUG00000010979	1	ENSOANG00000014144	Contig11856
ENSMMUG00000010981	15	ENSOANG00000009597	Contig14265
ENSMMUG00000010982	14	ENSOANG00000029328	Contig24206
ENSMMUG00000010983	14	ENSOANG00000012637	Contig11275
ENSMMUG00000010984	19	ENSOANG00000001084	Contig15516
ENSMMUG00000010987	14	ENSOANG00000010470	Ultra192
ENSMMUG00000010988	14	ENSOANG00000010469	Ultra192
ENSMMUG00000010989	14	ENSOANG00000010467	Ultra192
ENSMMUG00000010990	14	ENSOANG00000010465	Ultra192
ENSMMUG00000010992	11	ENSOANG00000012232	Contig11280
ENSMMUG00000010993	6	ENSOANG00000005192	Contig29077
ENSMMUG00000010995	6	ENSOANG00000005082	X1
ENSMMUG00000010996	19	ENSOANG00000005345	Contig10040
ENSMMUG00000010997	6	ENSOANG00000005079	X1
ENSMMUG00000010998	19	ENSOANG00000007043	Contig18377
ENSMMUG00000011001	20	ENSOANG00000020966	Contig24734
ENSMMUG00000011002	11	ENSOANG00000013029	Contig180215
ENSMMUG00000011006	13	ENSOANG00000014973	1
ENSMMUG00000011018	19	ENSOANG00000006291	Ultra355
ENSMMUG00000011023	10	ENSOANG00000011415	Contig58651
ENSMMUG00000011025	13	ENSOANG00000004405	Contig11226
ENSMMUG00000011026	6	ENSOANG00000011603	Contig22
ENSMMUG00000011030	9	ENSOANG00000001775	Contig1104
ENSMMUG00000011031	4	ENSOANG00000031691	Ultra352
ENSMMUG00000011033	6	ENSOANG00000008690	Contig20139
ENSMMUG00000011037	18	ENSOANG00000021634	Ultra74
ENSMMUG00000011038	16	ENSOANG00000004982	Contig27111
ENSMMUG00000011040	8	ENSOANG00000001479	Contig12266
ENSMMUG00000011043	6	ENSOANG00000001217	Ultra358
ENSMMUG00000011048	5	ENSOANG00000005282	Ultra539
ENSMMUG00000011049	4	ENSOANG00000022554	Ultra546
ENSMMUG00000011050	2	ENSOANG00000012898	Contig3269
ENSMMUG00000011051	7	ENSOANG00000013965	4
ENSMMUG00000011057	16	ENSOANG00000021622	Contig73751
ENSMMUG00000011058	16	ENSOANG00000020429	Ultra69
ENSMMUG00000011061	6	ENSOANG00000020639	1
ENSMMUG00000011064	10	ENSOANG00000008422	Ultra56
ENSMMUG00000011069	7	ENSOANG00000007851	Contig21843
ENSMMUG00000011071	7	ENSOANG00000021656	Contig7901
ENSMMUG00000011072	11	ENSOANG00000005962	Ultra124
ENSMMUG00000011074	X	ENSOANG00000002584	Ultra390
ENSMMUG00000011075	11	ENSOANG00000005963	Ultra124
ENSMMUG00000011076	X	ENSOANG00000002588	Ultra390
ENSMMUG00000011078	X	ENSOANG00000004203	Ultra519
ENSMMUG00000011080	12	ENSOANG00000009607	Contig14559
ENSMMUG00000011089	7	ENSOANG00000002669	Contig13118
ENSMMUG00000011090	2	ENSOANG00000000498	X1
ENSMMUG00000011094	16	ENSOANG00000031245	Ultra288
ENSMMUG00000011095	3	ENSOANG00000005242	Contig12948
ENSMMUG00000011097	11	ENSOANG00000030979	Contig28779
ENSMMUG00000011103	5	ENSOANG00000012771	Contig3526
ENSMMUG00000011105	8	ENSOANG00000004690	Ultra101
ENSMMUG00000011111	5	ENSOANG00000013629	Contig263
ENSMMUG00000011112	10	ENSOANG00000014354	Ultra337
ENSMMUG00000011114	5	ENSOANG00000013628	Contig263
ENSMMUG00000011115	14	ENSOANG00000008868	Ultra29
ENSMMUG00000011116	14	ENSOANG00000008867	Ultra29
ENSMMUG00000011122	3	ENSOANG00000005972	Contig3654
ENSMMUG00000011129	12	ENSOANG00000030934	Contig28569
ENSMMUG00000011130	6	ENSOANG00000012882	Ultra309
ENSMMUG00000011133	20	ENSOANG00000013038	Contig6626
ENSMMUG00000011142	1	ENSOANG00000001450	Ultra67
ENSMMUG00000011146	1	ENSOANG00000001453	Ultra67
ENSMMUG00000011151	7	ENSOANG00000003207	Contig239306
ENSMMUG00000011153	3	ENSOANG00000007716	2
ENSMMUG00000011156	1	ENSOANG00000020524	Ultra690
ENSMMUG00000011166	14	ENSOANG00000014340	Ultra475
ENSMMUG00000011170	3	ENSOANG00000009613	Ultra65
ENSMMUG00000011171	4	ENSOANG00000029761	Contig22690
ENSMMUG00000011174	3	ENSOANG00000009615	Ultra65
ENSMMUG00000011178	19	ENSOANG00000012135	Contig6662
ENSMMUG00000011179	11	ENSOANG00000014193	Contig57968
ENSMMUG00000011180	11	ENSOANG00000002621	Contig14043
ENSMMUG00000011183	15	ENSOANG00000013302	Ultra39
ENSMMUG00000011185	15	ENSOANG00000013303	Ultra39
ENSMMUG00000011186	9	ENSOANG00000028548	Contig26745
ENSMMUG00000011189	12	ENSOANG00000008569	Ultra514
ENSMMUG00000011191	5	ENSOANG00000029731	Ultra728
ENSMMUG00000011197	15	ENSOANG00000009710	Ultra228
ENSMMUG00000011198	6	ENSOANG00000015774	1
ENSMMUG00000011201	5	ENSOANG00000012614	Contig3286
ENSMMUG00000011206	5	ENSOANG00000014446	Contig12709
ENSMMUG00000011208	2	ENSOANG00000030354	X1
ENSMMUG00000011209	11	ENSOANG00000006332	Contig2368
ENSMMUG00000011216	13	ENSOANG00000012441	Ultra56
ENSMMUG00000011220	1	ENSOANG00000005248	7
ENSMMUG00000011221	1	ENSOANG00000005247	7
ENSMMUG00000011222	2	ENSOANG00000000308	Contig3641
ENSMMUG00000011225	7	ENSOANG00000013908	Contig66653
ENSMMUG00000011227	3	ENSOANG00000003307	2
ENSMMUG00000011231	2	ENSOANG00000013668	Ultra47
ENSMMUG00000011235	2	ENSOANG00000028984	Contig13380
ENSMMUG00000011236	1	ENSOANG00000013464	7
ENSMMUG00000011243	20	ENSOANG00000011344	Ultra521
ENSMMUG00000011245	20	ENSOANG00000011346	Ultra521
ENSMMUG00000011252	17	ENSOANG00000009038	Contig59
ENSMMUG00000011253	5	ENSOANG00000003141	Contig12680
ENSMMUG00000011262	8	ENSOANG00000002300	7
ENSMMUG00000011263	8	ENSOANG00000002298	7
ENSMMUG00000011264	1	ENSOANG00000002711	Contig16601
ENSMMUG00000011265	19	ENSOANG00000029491	Contig30388
ENSMMUG00000011268	20	ENSOANG00000019933	Contig23905
ENSMMUG00000011269	3	ENSOANG00000008767	Ultra479
ENSMMUG00000011271	X	ENSOANG00000011680	6
ENSMMUG00000011273	10	ENSOANG00000003994	Ultra176
ENSMMUG00000011274	9	ENSOANG00000001125	3
ENSMMUG00000011277	11	ENSOANG00000013318	Contig22652
ENSMMUG00000011280	9	ENSOANG00000001121	3
ENSMMUG00000011282	9	ENSOANG00000001118	3
ENSMMUG00000011283	20	ENSOANG00000003743	Ultra78
ENSMMUG00000011284	9	ENSOANG00000012378	Contig41508
ENSMMUG00000011293	4	ENSOANG00000004283	Contig22505
ENSMMUG00000011294	19	ENSOANG00000028509	Contig41972
ENSMMUG00000011299	11	ENSOANG00000001389	Contig6615
ENSMMUG00000011300	11	ENSOANG00000006633	Ultra443
ENSMMUG00000011301	4	ENSOANG00000014541	Contig25454
ENSMMUG00000011303	13	ENSOANG00000012402	Ultra56
ENSMMUG00000011305	11	ENSOANG00000015210	Ultra443
ENSMMUG00000011308	17	ENSOANG00000015595	Ultra336
ENSMMUG00000011309	7	ENSOANG00000013818	Ultra455
ENSMMUG00000011313	19	ENSOANG00000007322	Contig31182
ENSMMUG00000011316	7	ENSOANG00000010860	4
ENSMMUG00000011317	19	ENSOANG00000029262	Contig23598
ENSMMUG00000011319	19	ENSOANG00000008140	Ultra517
ENSMMUG00000011325	5	ENSOANG00000010336	Ultra544
ENSMMUG00000011328	7	ENSOANG00000013361	Ultra122
ENSMMUG00000011329	18	ENSOANG00000005983	Ultra88
ENSMMUG00000011330	19	ENSOANG00000019748	Contig30183
ENSMMUG00000011332	19	ENSOANG00000003425	Contig16820
ENSMMUG00000011333	18	ENSOANG00000014182	Contig17623
ENSMMUG00000011340	1	ENSOANG00000022111	Contig24448
ENSMMUG00000011341	16	ENSOANG00000002114	Contig17903
ENSMMUG00000011346	13	ENSOANG00000011190	Ultra56
ENSMMUG00000011352	19	ENSOANG00000009334	Ultra21
ENSMMUG00000011354	10	ENSOANG00000000616	Ultra454
ENSMMUG00000011362	2	ENSOANG00000007512	Contig14
ENSMMUG00000011363	2	ENSOANG00000007510	Contig14
ENSMMUG00000011367	3	ENSOANG00000020650	Contig32777
ENSMMUG00000011373	19	ENSOANG00000002290	Ultra517
ENSMMUG00000011376	17	ENSOANG00000014924	Ultra284
ENSMMUG00000011377	1	ENSOANG00000003830	Contig3139
ENSMMUG00000011380	1	ENSOANG00000010245	Ultra67
ENSMMUG00000011384	4	ENSOANG00000011865	Ultra144
ENSMMUG00000011385	3	ENSOANG00000003171	Ultra5
ENSMMUG00000011389	19	ENSOANG00000001138	Contig28654
ENSMMUG00000011390	1	ENSOANG00000006127	Contig6859
ENSMMUG00000011391	1	ENSOANG00000006124	Contig6859
ENSMMUG00000011392	19	ENSOANG00000008685	Contig15241
ENSMMUG00000011401	15	ENSOANG00000002093	X5
ENSMMUG00000011402	19	ENSOANG00000013516	Contig12797
ENSMMUG00000011403	19	ENSOANG00000013517	Contig12797
ENSMMUG00000011405	10	ENSOANG00000015673	1
ENSMMUG00000011408	18	ENSOANG00000000432	Ultra138
ENSMMUG00000011410	15	ENSOANG00000002125	Contig308
ENSMMUG00000011411	16	ENSOANG00000004809	Contig47148
ENSMMUG00000011414	15	ENSOANG00000002123	Contig308
ENSMMUG00000011415	15	ENSOANG00000002120	Contig308
ENSMMUG00000011416	12	ENSOANG00000015607	7
ENSMMUG00000011417	16	ENSOANG00000009927	Ultra669
ENSMMUG00000011418	X	ENSOANG00000012826	6
ENSMMUG00000011420	X	ENSOANG00000030207	Contig20209
ENSMMUG00000011424	1	ENSOANG00000000163	Contig903
ENSMMUG00000011425	16	ENSOANG00000012101	Contig12162
ENSMMUG00000011426	X	ENSOANG00000005238	Contig20209
ENSMMUG00000011428	13	ENSOANG00000007104	Ultra222
ENSMMUG00000011436	14	ENSOANG00000015252	Contig26830
ENSMMUG00000011442	11	ENSOANG00000005936	Ultra124
ENSMMUG00000011444	11	ENSOANG00000007569	Contig17581
ENSMMUG00000011446	9	ENSOANG00000028957	Contig7672
ENSMMUG00000011447	9	ENSOANG00000012326	Ultra350
ENSMMUG00000011449	14	ENSOANG00000011928	Contig3228
ENSMMUG00000011452	11	ENSOANG00000012556	Contig21706
ENSMMUG00000011453	15	ENSOANG00000004698	Ultra70
ENSMMUG00000011454	1	ENSOANG00000013128	3
ENSMMUG00000011455	15	ENSOANG00000008200	Ultra70
ENSMMUG00000011459	20	ENSOANG00000002330	Contig11699
ENSMMUG00000011471	6	ENSOANG00000012333	X1
ENSMMUG00000011472	6	ENSOANG00000012332	X1
ENSMMUG00000011478	X	ENSOANG00000000679	Ultra403
ENSMMUG00000011482	13	ENSOANG00000021699	Contig42192
ENSMMUG00000011487	13	ENSOANG00000015450	Ultra230
ENSMMUG00000011491	6	ENSOANG00000014066	Contig2445
ENSMMUG00000011497	X	ENSOANG00000000753	Contig9401
ENSMMUG00000011498	X	ENSOANG00000012828	6
ENSMMUG00000011502	14	ENSOANG00000020367	Contig16168
ENSMMUG00000011503	7	ENSOANG00000002149	5
ENSMMUG00000011505	14	ENSOANG00000011643	Contig32263
ENSMMUG00000011506	14	ENSOANG00000022023	Contig12399
ENSMMUG00000011510	7	ENSOANG00000022687	Contig6908
ENSMMUG00000011511	14	ENSOANG00000011617	Contig13386
ENSMMUG00000011512	11	ENSOANG00000013498	Contig10532
ENSMMUG00000011513	6	ENSOANG00000014761	1
ENSMMUG00000011514	7	ENSOANG00000014025	4
ENSMMUG00000011515	7	ENSOANG00000014029	4
ENSMMUG00000011516	12	ENSOANG00000011765	Contig6499
ENSMMUG00000011517	6	ENSOANG00000014760	1
ENSMMUG00000011520	4	ENSOANG00000014270	Ultra183
ENSMMUG00000011521	20	ENSOANG00000011167	Contig12205
ENSMMUG00000011526	14	ENSOANG00000014521	Contig1215
ENSMMUG00000011531	10	ENSOANG00000004650	Contig21470
ENSMMUG00000011533	16	ENSOANG00000014859	Contig7579
ENSMMUG00000011536	3	ENSOANG00000004826	10
ENSMMUG00000011542	3	ENSOANG00000004829	10
ENSMMUG00000011544	3	ENSOANG00000004830	10
ENSMMUG00000011554	6	ENSOANG00000002292	X1
ENSMMUG00000011555	7	ENSOANG00000031400	Contig7734
ENSMMUG00000011556	6	ENSOANG00000002293	X1
ENSMMUG00000011557	6	ENSOANG00000002294	X1
ENSMMUG00000011559	6	ENSOANG00000002296	X1
ENSMMUG00000011560	7	ENSOANG00000009304	Contig34040
ENSMMUG00000011561	11	ENSOANG00000008734	Contig10215
ENSMMUG00000011563	6	ENSOANG00000002299	X1
ENSMMUG00000011564	7	ENSOANG00000030745	Contig28701
ENSMMUG00000011566	7	ENSOANG00000028720	Contig7648
ENSMMUG00000011571	7	ENSOANG00000001349	4
ENSMMUG00000011572	13	ENSOANG00000010553	Contig1254
ENSMMUG00000011573	4	ENSOANG00000013822	Contig2778
ENSMMUG00000011577	2	ENSOANG00000012852	Contig9789
ENSMMUG00000011578	13	ENSOANG00000010554	Contig1254
ENSMMUG00000011579	11	ENSOANG00000014659	Ultra234
ENSMMUG00000011580	2	ENSOANG00000013141	Ultra743
ENSMMUG00000011582	15	ENSOANG00000014876	Contig447
ENSMMUG00000011584	8	ENSOANG00000005042	7
ENSMMUG00000011585	2	ENSOANG00000000585	Ultra743
ENSMMUG00000011588	19	ENSOANG00000008686	Ultra578
ENSMMUG00000011590	17	ENSOANG00000029563	Contig14116
ENSMMUG00000011593	17	ENSOANG00000004628	20
ENSMMUG00000011594	17	ENSOANG00000004629	20
ENSMMUG00000011601	X	ENSOANG00000011646	6
ENSMMUG00000011602	3	ENSOANG00000021455	Contig4114
ENSMMUG00000011607	12	ENSOANG00000006120	Ultra514
ENSMMUG00000011612	19	ENSOANG00000021665	Contig34083
ENSMMUG00000011614	19	ENSOANG00000021664	Contig34083
ENSMMUG00000011618	19	ENSOANG00000008283	Contig29571
ENSMMUG00000011620	9	ENSOANG00000005709	15
ENSMMUG00000011622	19	ENSOANG00000029273	Contig29571
ENSMMUG00000011624	9	ENSOANG00000005707	15
ENSMMUG00000011626	19	ENSOANG00000008011	Contig55988
ENSMMUG00000011634	5	ENSOANG00000012905	Contig29087
ENSMMUG00000011637	12	ENSOANG00000006135	Ultra514
ENSMMUG00000011638	12	ENSOANG00000006136	Ultra514
ENSMMUG00000011639	5	ENSOANG00000003566	Ultra512
ENSMMUG00000011641	12	ENSOANG00000000660	Ultra171
ENSMMUG00000011642	11	ENSOANG00000006508	Contig69138
ENSMMUG00000011644	16	ENSOANG00000007032	Contig4120
ENSMMUG00000011645	1	ENSOANG00000004736	Contig40681
ENSMMUG00000011648	16	ENSOANG00000007029	Contig4120
ENSMMUG00000011649	14	ENSOANG00000011715	Ultra29
ENSMMUG00000011657	14	ENSOANG00000007896	Ultra163
ENSMMUG00000011659	3	ENSOANG00000004310	2
ENSMMUG00000011660	5	ENSOANG00000008235	Ultra522
ENSMMUG00000011661	9	ENSOANG00000004432	15
ENSMMUG00000011665	11	ENSOANG00000000263	Contig9992
ENSMMUG00000011667	11	ENSOANG00000004854	Ultra119
ENSMMUG00000011668	4	ENSOANG00000008447	Ultra67
ENSMMUG00000011669	11	ENSOANG00000004853	Ultra119
ENSMMUG00000011671	11	ENSOANG00000028575	Ultra119
ENSMMUG00000011676	7	ENSOANG00000006530	Ultra494
ENSMMUG00000011679	4	ENSOANG00000009782	Contig35513
ENSMMUG00000011681	1	ENSOANG00000013500	Contig18115
ENSMMUG00000011683	4	ENSOANG00000007016	Contig48273
ENSMMUG00000011686	4	ENSOANG00000011750	Contig18222
ENSMMUG00000011690	18	ENSOANG00000005624	7
ENSMMUG00000011694	3	ENSOANG00000004155	Ultra413
ENSMMUG00000011695	3	ENSOANG00000004156	Ultra413
ENSMMUG00000011697	17	ENSOANG00000008745	Ultra290
ENSMMUG00000011699	7	ENSOANG00000013547	Contig102
ENSMMUG00000011702	5	ENSOANG00000008655	Ultra319
ENSMMUG00000011703	7	ENSOANG00000029510	Contig62598
ENSMMUG00000011704	15	ENSOANG00000003340	X5
ENSMMUG00000011706	7	ENSOANG00000004045	Ultra378
ENSMMUG00000011711	1	ENSOANG00000020509	Ultra577
ENSMMUG00000011713	14	ENSOANG00000011149	Ultra475
ENSMMUG00000011714	14	ENSOANG00000004512	Contig5585
ENSMMUG00000011716	19	ENSOANG00000002752	Contig3829
ENSMMUG00000011722	5	ENSOANG00000010374	Ultra181
ENSMMUG00000011732	1	ENSOANG00000008510	Ultra67
ENSMMUG00000011733	1	ENSOANG00000008512	Ultra67
ENSMMUG00000011734	6	ENSOANG00000014892	Ultra334
ENSMMUG00000011735	1	ENSOANG00000008513	Ultra67
ENSMMUG00000011736	4	ENSOANG00000019836	Ultra413
ENSMMUG00000011741	14	ENSOANG00000011222	Contig37620
ENSMMUG00000011743	14	ENSOANG00000012482	Contig3516
ENSMMUG00000011745	7	ENSOANG00000003814	Contig252
ENSMMUG00000011748	3	ENSOANG00000006144	Ultra274
ENSMMUG00000011750	3	ENSOANG00000006141	Ultra274
ENSMMUG00000011752	7	ENSOANG00000014633	1
ENSMMUG00000011757	15	ENSOANG00000005920	Ultra124
ENSMMUG00000011758	3	ENSOANG00000008095	Contig14658
ENSMMUG00000011759	15	ENSOANG00000014623	Contig2191
ENSMMUG00000011761	3	ENSOANG00000011753	Contig7971
ENSMMUG00000011763	3	ENSOANG00000012871	Contig17183
ENSMMUG00000011766	17	ENSOANG00000015544	Ultra336
ENSMMUG00000011767	15	ENSOANG00000000459	Contig24452
ENSMMUG00000011769	12	ENSOANG00000000257	2
ENSMMUG00000011773	12	ENSOANG00000009328	Ultra60
ENSMMUG00000011777	12	ENSOANG00000011218	Contig23602
ENSMMUG00000011778	5	ENSOANG00000030620	Contig46436
ENSMMUG00000011779	7	ENSOANG00000031555	Contig29650
ENSMMUG00000011782	7	ENSOANG00000004385	Ultra466
ENSMMUG00000011785	3	ENSOANG00000003486	Ultra5
ENSMMUG00000011788	3	ENSOANG00000031976	Contig1664
ENSMMUG00000011789	9	ENSOANG00000004408	Contig206410
ENSMMUG00000011790	19	ENSOANG00000012732	Ultra517
ENSMMUG00000011795	20	ENSOANG00000032220	Contig26936
ENSMMUG00000011797	20	ENSOANG00000015098	1
ENSMMUG00000011798	20	ENSOANG00000011410	Contig5112
ENSMMUG00000011801	18	ENSOANG00000004983	Contig33569
ENSMMUG00000011802	11	ENSOANG00000031886	Contig6691
ENSMMUG00000011809	16	ENSOANG00000008040	Ultra288
ENSMMUG00000011810	5	ENSOANG00000014607	Ultra464
ENSMMUG00000011816	15	ENSOANG00000001314	4
ENSMMUG00000011822	15	ENSOANG00000002549	4
ENSMMUG00000011823	7	ENSOANG00000002268	5
ENSMMUG00000011826	7	ENSOANG00000011754	Contig11937
ENSMMUG00000011829	7	ENSOANG00000002267	5
ENSMMUG00000011831	3	ENSOANG00000012543	Contig64784
ENSMMUG00000011834	3	ENSOANG00000007047	Contig6101
ENSMMUG00000011835	14	ENSOANG00000010492	Ultra192
ENSMMUG00000011836	3	ENSOANG00000005016	10
ENSMMUG00000011839	7	ENSOANG00000005966	Contig13806
ENSMMUG00000011841	13	ENSOANG00000004028	Contig10172
ENSMMUG00000011845	13	ENSOANG00000021065	Contig24059
ENSMMUG00000011846	14	ENSOANG00000010494	Ultra192
ENSMMUG00000011850	20	ENSOANG00000002356	11
ENSMMUG00000011851	9	ENSOANG00000005822	Contig8216
ENSMMUG00000011853	6	ENSOANG00000003102	1
ENSMMUG00000011858	4	ENSOANG00000020513	Contig20316
ENSMMUG00000011860	1	ENSOANG00000022268	Contig31342
ENSMMUG00000011864	15	ENSOANG00000028805	Contig28458
ENSMMUG00000011872	13	ENSOANG00000010919	Ultra89
ENSMMUG00000011874	10	ENSOANG00000020092	Contig21926
ENSMMUG00000011877	6	ENSOANG00000008911	Ultra334
ENSMMUG00000011878	6	ENSOANG00000007984	Contig6986
ENSMMUG00000011882	7	ENSOANG00000000671	Contig9277
ENSMMUG00000011888	20	ENSOANG00000012299	Contig10617
ENSMMUG00000011892	6	ENSOANG00000009148	X3
ENSMMUG00000011893	20	ENSOANG00000011353	Ultra521
ENSMMUG00000011894	20	ENSOANG00000011354	Ultra521
ENSMMUG00000011895	20	ENSOANG00000014111	Ultra126
ENSMMUG00000011896	20	ENSOANG00000013843	Ultra126
ENSMMUG00000011897	X	ENSOANG00000010516	Ultra86
ENSMMUG00000011898	5	ENSOANG00000010308	Ultra544
ENSMMUG00000011905	4	ENSOANG00000008278	Ultra2
ENSMMUG00000011906	12	ENSOANG00000006175	Ultra514
ENSMMUG00000011907	9	ENSOANG00000015412	3
ENSMMUG00000011908	11	ENSOANG00000005563	Ultra443
ENSMMUG00000011909	9	ENSOANG00000015413	3
ENSMMUG00000011910	9	ENSOANG00000015414	3
ENSMMUG00000011911	12	ENSOANG00000028644	Ultra514
ENSMMUG00000011912	9	ENSOANG00000015415	3
ENSMMUG00000011914	1	ENSOANG00000008518	Ultra67
ENSMMUG00000011918	12	ENSOANG00000007993	Ultra387
ENSMMUG00000011922	12	ENSOANG00000011982	Contig814
ENSMMUG00000011924	16	ENSOANG00000009758	Contig2004
ENSMMUG00000011932	16	ENSOANG00000009757	Contig2004
ENSMMUG00000011935	16	ENSOANG00000004464	Contig4327
ENSMMUG00000011940	20	ENSOANG00000002249	Contig10306
ENSMMUG00000011942	20	ENSOANG00000003660	Contig4075
ENSMMUG00000011945	7	ENSOANG00000009099	Contig283
ENSMMUG00000011948	9	ENSOANG00000003445	Ultra628
ENSMMUG00000011949	9	ENSOANG00000008105	Ultra628
ENSMMUG00000011951	19	ENSOANG00000009374	Contig11131
ENSMMUG00000011952	11	ENSOANG00000014788	Ultra66
ENSMMUG00000011953	19	ENSOANG00000010456	Contig28647
ENSMMUG00000011956	9	ENSOANG00000015417	Contig13
ENSMMUG00000011962	19	ENSOANG00000002178	Contig24109
ENSMMUG00000011963	19	ENSOANG00000004951	Ultra497
ENSMMUG00000011964	19	ENSOANG00000004948	Ultra497
ENSMMUG00000011965	7	ENSOANG00000031738	Contig214
ENSMMUG00000011966	7	ENSOANG00000011849	Contig214
ENSMMUG00000011967	19	ENSOANG00000003796	Ultra497
ENSMMUG00000011968	16	ENSOANG00000028736	Contig20403
ENSMMUG00000011970	3	ENSOANG00000001934	2
ENSMMUG00000011971	16	ENSOANG00000007356	Contig16732
ENSMMUG00000011973	16	ENSOANG00000001232	Contig35300
ENSMMUG00000011974	6	ENSOANG00000015158	Ultra84
ENSMMUG00000011976	14	ENSOANG00000011295	3
ENSMMUG00000011980	20	ENSOANG00000004686	Ultra55
ENSMMUG00000011987	1	ENSOANG00000005105	Ultra486
ENSMMUG00000011988	6	ENSOANG00000005102	X1
ENSMMUG00000011992	1	ENSOANG00000000424	4
ENSMMUG00000011994	4	ENSOANG00000011951	Contig2948
ENSMMUG00000011995	6	ENSOANG00000012944	Contig777
ENSMMUG00000011997	7	ENSOANG00000014005	4
ENSMMUG00000011999	11	ENSOANG00000006345	2
ENSMMUG00000012001	18	ENSOANG00000003082	3
ENSMMUG00000012002	2	ENSOANG00000012793	14
ENSMMUG00000012003	12	ENSOANG00000022120	Contig23633
ENSMMUG00000012004	2	ENSOANG00000012794	14
ENSMMUG00000012005	2	ENSOANG00000005768	Contig23364
ENSMMUG00000012007	20	ENSOANG00000008185	11
ENSMMUG00000012008	12	ENSOANG00000028323	Contig36717
ENSMMUG00000012011	10	ENSOANG00000010868	Contig978
ENSMMUG00000012019	3	ENSOANG00000020912	Ultra716
ENSMMUG00000012020	10	ENSOANG00000012027	Ultra516
ENSMMUG00000012024	3	ENSOANG00000001758	Contig2280
ENSMMUG00000012027	7	ENSOANG00000031000	Contig26430
ENSMMUG00000012028	1	ENSOANG00000002075	Ultra472
ENSMMUG00000012029	10	ENSOANG00000028621	Contig26652
ENSMMUG00000012036	5	ENSOANG00000008978	Contig7199
ENSMMUG00000012039	20	ENSOANG00000002366	11
ENSMMUG00000012040	16	ENSOANG00000003456	Contig35414
ENSMMUG00000012041	19	ENSOANG00000013369	Contig1783
ENSMMUG00000012043	8	ENSOANG00000014235	Contig6445
ENSMMUG00000012044	9	ENSOANG00000002087	Ultra272
ENSMMUG00000012046	2	ENSOANG00000022394	Contig9575
ENSMMUG00000012048	6	ENSOANG00000001555	Contig29281
ENSMMUG00000012051	1	ENSOANG00000000970	Ultra341
ENSMMUG00000012055	1	ENSOANG00000012571	Ultra198
ENSMMUG00000012056	13	ENSOANG00000010714	Ultra569
ENSMMUG00000012064	7	ENSOANG00000005067	Ultra143
ENSMMUG00000012065	7	ENSOANG00000005068	Ultra143
ENSMMUG00000012066	3	ENSOANG00000015042	Ultra5
ENSMMUG00000012068	1	ENSOANG00000004653	Contig24532
ENSMMUG00000012069	7	ENSOANG00000008284	Contig25616
ENSMMUG00000012070	7	ENSOANG00000005070	Ultra143
ENSMMUG00000012071	16	ENSOANG00000031043	Contig22644
ENSMMUG00000012079	4	ENSOANG00000008253	Ultra2
ENSMMUG00000012089	12	ENSOANG00000014727	Contig3094
ENSMMUG00000012091	11	ENSOANG00000005546	Ultra443
ENSMMUG00000012094	12	ENSOANG00000011498	7
ENSMMUG00000012096	19	ENSOANG00000001288	Contig1189
ENSMMUG00000012100	20	ENSOANG00000006734	11
ENSMMUG00000012101	10	ENSOANG00000012635	Contig9302
ENSMMUG00000012102	20	ENSOANG00000006733	11
ENSMMUG00000012104	2	ENSOANG00000011044	Ultra347
