Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000008882	Contig1391	ENSGALG00000014103	4
ENSOANG00000008883	Ultra29	ENSGALG00000001823	1
ENSOANG00000008884	Ultra29	ENSGALG00000014060	1
ENSOANG00000008888	Contig1129	ENSGALG00000004222	6
ENSOANG00000008889	Contig1129	ENSGALG00000004248	6
ENSOANG00000008890	Contig24707	ENSGALG00000003986	23
ENSOANG00000008894	Ultra619	ENSGALG00000023571	9
ENSOANG00000008896	Ultra417	ENSGALG00000004146	20
ENSOANG00000008904	Contig578	ENSGALG00000010493	6
ENSOANG00000008905	Contig18503	ENSGALG00000012613	Z
ENSOANG00000008907	Ultra334	ENSGALG00000002003	6
ENSOANG00000008908	Contig26030	ENSGALG00000001550	20
ENSOANG00000008910	Ultra334	ENSGALG00000014863	Z
ENSOANG00000008911	Ultra334	ENSGALG00000014865	Z
ENSOANG00000008912	Ultra22	ENSGALG00000014836	2
ENSOANG00000008914	Contig17653	ENSGALG00000041520	28
ENSOANG00000008915	Contig17140	ENSGALG00000004328	5
ENSOANG00000008916	Ultra22	ENSGALG00000032997	2
ENSOANG00000008917	Contig18103	ENSGALG00000000201	27
ENSOANG00000008920	Ultra408	ENSGALG00000026995	1
ENSOANG00000008922	Ultra643	ENSGALG00000026210	4
ENSOANG00000008923	Contig128908	ENSGALG00000042809	5
ENSOANG00000008924	Ultra726	ENSGALG00000012929	1
ENSOANG00000008925	Contig36807	ENSGALG00000004019	4
ENSOANG00000008927	Ultra542	ENSGALG00000015605	3
ENSOANG00000008928	Ultra542	ENSGALG00000015596	3
ENSOANG00000008930	Ultra542	ENSGALG00000015593	3
ENSOANG00000008932	Ultra542	ENSGALG00000015590	3
ENSOANG00000008933	Ultra542	ENSGALG00000042116	3
ENSOANG00000008934	Ultra542	ENSGALG00000015489	3
ENSOANG00000008935	Ultra542	ENSGALG00000015486	3
ENSOANG00000008936	Ultra542	ENSGALG00000015483	3
ENSOANG00000008939	Ultra542	ENSGALG00000015468	3
ENSOANG00000008940	Ultra542	ENSGALG00000015471	3
ENSOANG00000008943	Ultra542	ENSGALG00000015466	3
ENSOANG00000008944	Ultra542	ENSGALG00000015465	3
ENSOANG00000008947	Contig2874	ENSGALG00000005268	2
ENSOANG00000008950	Contig28456	ENSGALG00000035817	AADN04000952.1
ENSOANG00000008951	Contig15706	ENSGALG00000005537	12
ENSOANG00000008952	Contig24853	ENSGALG00000032329	6
ENSOANG00000008954	Contig16882	ENSGALG00000000820	23
ENSOANG00000008955	Contig14277	ENSGALG00000000990	20
ENSOANG00000008958	Ultra460	ENSGALG00000002043	9
ENSOANG00000008959	Ultra460	ENSGALG00000001995	9
ENSOANG00000008960	Ultra460	ENSGALG00000037153	9
ENSOANG00000008963	Ultra110	ENSGALG00000006622	6
ENSOANG00000008964	Ultra110	ENSGALG00000006629	6
ENSOANG00000008965	Ultra110	ENSGALG00000006639	6
ENSOANG00000008967	Contig28126	ENSGALG00000014128	1
ENSOANG00000008969	Contig718	ENSGALG00000006877	4
ENSOANG00000008972	Contig19303	ENSGALG00000000790	23
ENSOANG00000008974	Contig14527	ENSGALG00000007728	15
ENSOANG00000008976	Contig27895	ENSGALG00000003358	21
ENSOANG00000008978	Contig7199	ENSGALG00000014267	4
ENSOANG00000008982	Ultra332	ENSGALG00000009537	9
ENSOANG00000008987	Ultra370	ENSGALG00000009593	9
ENSOANG00000008992	Contig1388	ENSGALG00000026516	8
ENSOANG00000008995	Contig6228	ENSGALG00000011499	4
ENSOANG00000008996	Contig124774	ENSGALG00000037996	3
ENSOANG00000008997	Contig12794	ENSGALG00000015389	1
ENSOANG00000008999	Contig11552	ENSGALG00000004252	28
ENSOANG00000009001	Ultra265	ENSGALG00000008738	7
ENSOANG00000009004	Contig8338	ENSGALG00000001557	24
ENSOANG00000009005	Contig19511	ENSGALG00000032534	2
ENSOANG00000009009	Contig38274	ENSGALG00000010091	8
ENSOANG00000009014	Contig10125	ENSGALG00000031014	KQ759552.1
ENSOANG00000009016	Contig59	ENSGALG00000017145	1
ENSOANG00000009019	Contig4207	ENSGALG00000011035	8
ENSOANG00000009020	Contig59	ENSGALG00000017137	1
ENSOANG00000009021	Contig59	ENSGALG00000017136	1
ENSOANG00000009024	Contig59	ENSGALG00000017135	1
ENSOANG00000009026	Contig8972	ENSGALG00000002587	19
ENSOANG00000009028	Contig59	ENSGALG00000040007	1
ENSOANG00000009029	Contig59	ENSGALG00000017133	1
ENSOANG00000009031	Contig23549	ENSGALG00000011957	1
ENSOANG00000009032	Contig59	ENSGALG00000025748	1
ENSOANG00000009033	Contig59	ENSGALG00000031225	1
ENSOANG00000009034	Contig59	ENSGALG00000017129	1
ENSOANG00000009036	Contig59	ENSGALG00000039783	1
ENSOANG00000009037	Contig59	ENSGALG00000017126	1
ENSOANG00000009038	Contig59	ENSGALG00000017125	1
ENSOANG00000009039	Contig59	ENSGALG00000017122	1
ENSOANG00000009041	Contig59	ENSGALG00000017119	1
ENSOANG00000009042	Contig59	ENSGALG00000017118	1
ENSOANG00000009043	Contig59	ENSGALG00000017117	1
ENSOANG00000009044	Contig59	ENSGALG00000034674	1
ENSOANG00000009046	Contig59	ENSGALG00000017112	1
ENSOANG00000009047	Contig59	ENSGALG00000017111	1
ENSOANG00000009048	Contig59	ENSGALG00000043035	1
ENSOANG00000009050	Contig59	ENSGALG00000017104	1
ENSOANG00000009051	Contig59	ENSGALG00000017103	1
ENSOANG00000009052	Contig59	ENSGALG00000017102	1
ENSOANG00000009053	Contig59	ENSGALG00000034708	1
ENSOANG00000009056	Contig59	ENSGALG00000017099	1
ENSOANG00000009057	Contig59	ENSGALG00000017097	1
ENSOANG00000009058	7	ENSGALG00000015119	2
ENSOANG00000009059	Contig59	ENSGALG00000017098	1
ENSOANG00000009061	Contig59	ENSGALG00000039958	1
ENSOANG00000009062	7	ENSGALG00000015122	2
ENSOANG00000009064	Contig59	ENSGALG00000038454	1
ENSOANG00000009065	Contig59	ENSGALG00000034983	1
ENSOANG00000009067	Contig59	ENSGALG00000035726	1
ENSOANG00000009068	7	ENSGALG00000015124	2
ENSOANG00000009069	7	ENSGALG00000015128	2
ENSOANG00000009070	Contig59	ENSGALG00000017092	1
ENSOANG00000009071	Contig59	ENSGALG00000017091	1
ENSOANG00000009072	Contig59	ENSGALG00000017090	1
ENSOANG00000009073	Contig59	ENSGALG00000017086	1
ENSOANG00000009074	Contig17839	ENSGALG00000028001	9
ENSOANG00000009075	Contig59	ENSGALG00000017084	1
ENSOANG00000009077	Ultra326	ENSGALG00000034917	30
ENSOANG00000009081	Contig7798	ENSGALG00000008969	3
ENSOANG00000009084	Contig16667	ENSGALG00000035219	4
ENSOANG00000009086	Contig10441	ENSGALG00000007118	4
ENSOANG00000009088	Contig283	ENSGALG00000011910	5
ENSOANG00000009089	Contig283	ENSGALG00000011893	5
ENSOANG00000009090	Contig165107	ENSGALG00000010711	2
ENSOANG00000009091	Contig283	ENSGALG00000011889	5
ENSOANG00000009092	Contig283	ENSGALG00000011870	5
ENSOANG00000009093	Contig283	ENSGALG00000011868	5
ENSOANG00000009094	Contig283	ENSGALG00000011858	5
ENSOANG00000009095	Contig283	ENSGALG00000011855	5
ENSOANG00000009096	Contig283	ENSGALG00000028839	5
ENSOANG00000009097	Contig283	ENSGALG00000011840	5
ENSOANG00000009099	Contig283	ENSGALG00000011827	5
ENSOANG00000009100	Contig283	ENSGALG00000041183	5
ENSOANG00000009102	Contig283	ENSGALG00000030719	5
ENSOANG00000009104	Contig283	ENSGALG00000011811	5
ENSOANG00000009105	Ultra226	ENSGALG00000026958	8
ENSOANG00000009106	Ultra32	ENSGALG00000005966	12
ENSOANG00000009107	Ultra32	ENSGALG00000005931	12
ENSOANG00000009108	Ultra32	ENSGALG00000038684	12
ENSOANG00000009109	Contig283	ENSGALG00000011801	5
ENSOANG00000009113	Contig7404	ENSGALG00000035134	4
ENSOANG00000009114	Contig7404	ENSGALG00000045410	4
ENSOANG00000009116	Contig9691	ENSGALG00000029130	5
ENSOANG00000009117	Contig8841	ENSGALG00000041622	8
ENSOANG00000009120	Contig1135	ENSGALG00000008661	8
ENSOANG00000009123	Contig10602	ENSGALG00000035760	AADN04001595.1
ENSOANG00000009127	4	ENSGALG00000006237	8
ENSOANG00000009130	Contig11967	ENSGALG00000023740	14
ENSOANG00000009131	Ultra196	ENSGALG00000003736	15
ENSOANG00000009132	Contig14859	ENSGALG00000010505	8
ENSOANG00000009134	Contig18748	ENSGALG00000043623	9
ENSOANG00000009135	Contig18556	ENSGALG00000003977	12
ENSOANG00000009136	Ultra232	ENSGALG00000029819	9
ENSOANG00000009137	Contig8196	ENSGALG00000016345	1
ENSOANG00000009138	Contig3771	ENSGALG00000037195	5
ENSOANG00000009139	Contig3771	ENSGALG00000035676	5
ENSOANG00000009142	1	ENSGALG00000002277	9
ENSOANG00000009144	X3	ENSGALG00000031947	2
ENSOANG00000009145	X3	ENSGALG00000042584	2
ENSOANG00000009146	X3	ENSGALG00000036466	2
ENSOANG00000009147	X3	ENSGALG00000042679	2
ENSOANG00000009150	Contig1217	ENSGALG00000004204	10
ENSOANG00000009151	Contig1217	ENSGALG00000004212	10
ENSOANG00000009153	Contig12594	ENSGALG00000045045	10
ENSOANG00000009154	Ultra378	ENSGALG00000011076	5
ENSOANG00000009156	Ultra231	ENSGALG00000011020	2
ENSOANG00000009157	Ultra231	ENSGALG00000011021	2
ENSOANG00000009159	Ultra231	ENSGALG00000011036	2
ENSOANG00000009160	Ultra231	ENSGALG00000034249	AADN04014913.1
ENSOANG00000009161	Ultra231	ENSGALG00000011046	2
ENSOANG00000009162	Ultra231	ENSGALG00000030081	2
ENSOANG00000009166	Ultra231	ENSGALG00000022622	2
ENSOANG00000009167	Ultra231	ENSGALG00000025929	2
ENSOANG00000009168	Ultra231	ENSGALG00000028908	2
ENSOANG00000009169	Ultra231	ENSGALG00000026989	2
ENSOANG00000009170	Ultra231	ENSGALG00000028983	2
ENSOANG00000009171	Ultra231	ENSGALG00000026631	2
ENSOANG00000009172	Ultra231	ENSGALG00000040021	2
ENSOANG00000009173	Ultra231	ENSGALG00000027234	2
ENSOANG00000009174	Ultra231	ENSGALG00000037310	2
ENSOANG00000009175	Ultra231	ENSGALG00000033207	2
ENSOANG00000009176	Ultra231	ENSGALG00000042822	2
ENSOANG00000009177	Ultra231	ENSGALG00000030455	2
ENSOANG00000009178	Ultra231	ENSGALG00000038265	2
ENSOANG00000009180	Ultra231	ENSGALG00000011164	2
ENSOANG00000009182	Contig25130	ENSGALG00000001387	19
ENSOANG00000009184	Contig7920	ENSGALG00000032526	9
ENSOANG00000009185	Ultra342	ENSGALG00000010589	5
ENSOANG00000009189	Ultra266	ENSGALG00000038529	28
ENSOANG00000009191	Ultra266	ENSGALG00000001962	28
ENSOANG00000009192	Contig10988	ENSGALG00000026809	26
ENSOANG00000009193	Contig28585	ENSGALG00000006516	10
ENSOANG00000009195	Ultra266	ENSGALG00000026055	28
ENSOANG00000009196	Ultra266	ENSGALG00000000408	28
ENSOANG00000009197	Ultra266	ENSGALG00000000430	28
ENSOANG00000009198	Contig11743	ENSGALG00000016728	1
ENSOANG00000009199	Ultra266	ENSGALG00000000458	28
ENSOANG00000009202	Ultra266	ENSGALG00000000474	28
ENSOANG00000009203	Ultra266	ENSGALG00000040492	28
ENSOANG00000009206	1	ENSGALG00000014673	Z
ENSOANG00000009208	3	ENSGALG00000041309	5
ENSOANG00000009210	3	ENSGALG00000036787	5
ENSOANG00000009212	X1	ENSGALG00000017462	13
ENSOANG00000009215	X1	ENSGALG00000006644	13
ENSOANG00000009220	Contig14282	ENSGALG00000012875	1
ENSOANG00000009225	4	ENSGALG00000006113	8
ENSOANG00000009226	4	ENSGALG00000040069	8
ENSOANG00000009231	Contig5337	ENSGALG00000003398	22
ENSOANG00000009238	Ultra516	ENSGALG00000007792	20
ENSOANG00000009239	Ultra516	ENSGALG00000007786	20
ENSOANG00000009242	Ultra516	ENSGALG00000030821	20
ENSOANG00000009244	Ultra516	ENSGALG00000027260	20
ENSOANG00000009245	Ultra516	ENSGALG00000007757	20
ENSOANG00000009246	Ultra516	ENSGALG00000007744	20
ENSOANG00000009249	Ultra516	ENSGALG00000007709	20
ENSOANG00000009250	Contig28069	ENSGALG00000011358	7
ENSOANG00000009251	Ultra516	ENSGALG00000007717	20
ENSOANG00000009253	Ultra516	ENSGALG00000007690	20
ENSOANG00000009254	Ultra516	ENSGALG00000007668	20
ENSOANG00000009255	Contig25947	ENSGALG00000032206	6
ENSOANG00000009256	Ultra516	ENSGALG00000031768	20
ENSOANG00000009257	Ultra516	ENSGALG00000007653	20
ENSOANG00000009259	Ultra516	ENSGALG00000026081	20
ENSOANG00000009261	Ultra516	ENSGALG00000007636	20
ENSOANG00000009262	Ultra516	ENSGALG00000037780	20
ENSOANG00000009264	Ultra516	ENSGALG00000027484	20
ENSOANG00000009265	Ultra516	ENSGALG00000007554	20
ENSOANG00000009266	Ultra516	ENSGALG00000007575	20
ENSOANG00000009267	Ultra516	ENSGALG00000007549	20
ENSOANG00000009268	Ultra516	ENSGALG00000007543	20
ENSOANG00000009269	Ultra516	ENSGALG00000007541	20
ENSOANG00000009270	Ultra516	ENSGALG00000007533	20
ENSOANG00000009275	Ultra516	ENSGALG00000030859	20
ENSOANG00000009276	Contig7878	ENSGALG00000023886	7
ENSOANG00000009277	Ultra516	ENSGALG00000007477	20
ENSOANG00000009278	Ultra516	ENSGALG00000007447	20
ENSOANG00000009279	Ultra516	ENSGALG00000007439	20
ENSOANG00000009283	Ultra376	ENSGALG00000006120	13
ENSOANG00000009284	Ultra376	ENSGALG00000031826	13
ENSOANG00000009285	Ultra516	ENSGALG00000021220	20
ENSOANG00000009286	Ultra516	ENSGALG00000026542	20
ENSOANG00000009289	Contig3776	ENSGALG00000011934	1
ENSOANG00000009291	Contig7419	ENSGALG00000011267	2
ENSOANG00000009292	Ultra445	ENSGALG00000012015	4
ENSOANG00000009293	Ultra445	ENSGALG00000012018	4
ENSOANG00000009295	Ultra445	ENSGALG00000041635	4
ENSOANG00000009296	Ultra445	ENSGALG00000012044	4
ENSOANG00000009298	Ultra445	ENSGALG00000012048	4
ENSOANG00000009300	Ultra445	ENSGALG00000012074	4
ENSOANG00000009301	Ultra445	ENSGALG00000012076	4
ENSOANG00000009302	Ultra445	ENSGALG00000028807	4
ENSOANG00000009304	Contig34040	ENSGALG00000021193	10
ENSOANG00000009305	Contig3048	ENSGALG00000032642	2
ENSOANG00000009308	Contig6878	ENSGALG00000028047	5
ENSOANG00000009309	Contig6878	ENSGALG00000008469	5
ENSOANG00000009310	Contig6878	ENSGALG00000008460	5
ENSOANG00000009312	Contig14034	ENSGALG00000035869	21
ENSOANG00000009314	Contig9586	ENSGALG00000040735	10
ENSOANG00000009315	Ultra395	ENSGALG00000009179	9
ENSOANG00000009316	Contig2789	ENSGALG00000008256	10
ENSOANG00000009317	Ultra272	ENSGALG00000009433	6
ENSOANG00000009318	Contig8984	ENSGALG00000001394	10
ENSOANG00000009323	X1	ENSGALG00000030055	11
ENSOANG00000009327	Contig24383	ENSGALG00000039643	25
ENSOANG00000009328	Ultra60	ENSGALG00000007681	9
ENSOANG00000009333	Contig10894	ENSGALG00000027540	28
ENSOANG00000009334	Ultra21	ENSGALG00000037011	28
ENSOANG00000009335	Contig160651	ENSGALG00000024171	13
ENSOANG00000009336	Ultra517	ENSGALG00000001160	11
ENSOANG00000009337	Ultra517	ENSGALG00000001168	11
ENSOANG00000009339	Ultra517	ENSGALG00000001184	11
ENSOANG00000009344	Ultra565	ENSGALG00000011803	1
ENSOANG00000009348	Ultra171	ENSGALG00000000299	26
ENSOANG00000009349	Ultra171	ENSGALG00000019802	26
ENSOANG00000009350	Ultra171	ENSGALG00000000318	26
ENSOANG00000009358	Ultra171	ENSGALG00000000397	26
ENSOANG00000009359	Ultra171	ENSGALG00000008501	7
ENSOANG00000009360	Ultra171	ENSGALG00000032893	26
ENSOANG00000009361	Ultra171	ENSGALG00000028721	26
ENSOANG00000009362	X1	ENSGALG00000032567	13
ENSOANG00000009363	X1	ENSGALG00000038627	13
ENSOANG00000009365	X1	ENSGALG00000001383	13
ENSOANG00000009366	X1	ENSGALG00000001239	13
ENSOANG00000009368	X1	ENSGALG00000043389	13
ENSOANG00000009371	Contig11131	ENSGALG00000033123	KQ759610.1
ENSOANG00000009372	Contig11131	ENSGALG00000036957	AADN04020544.1
ENSOANG00000009374	Contig11131	ENSGALG00000042508	KQ759660.1
ENSOANG00000009375	Contig18621	ENSGALG00000004833	21
ENSOANG00000009379	Contig154711	ENSGALG00000027562	4
ENSOANG00000009381	Contig36844	ENSGALG00000014170	1
ENSOANG00000009382	Ultra494	ENSGALG00000001376	10
ENSOANG00000009384	Contig5546	ENSGALG00000034427	27
ENSOANG00000009385	Contig20468	ENSGALG00000045366	19
ENSOANG00000009386	Contig19217	ENSGALG00000035427	AADN04020081.1
ENSOANG00000009387	Contig19217	ENSGALG00000033069	AADN04009916.1
ENSOANG00000009388	Ultra115	ENSGALG00000015051	3
ENSOANG00000009391	Contig2752	ENSGALG00000010347	4
ENSOANG00000009396	Contig2568	ENSGALG00000014464	3
ENSOANG00000009397	Contig2568	ENSGALG00000014463	3
ENSOANG00000009398	Ultra241	ENSGALG00000005180	8
ENSOANG00000009400	Contig12465	ENSGALG00000014674	1
ENSOANG00000009404	Ultra476	ENSGALG00000041744	9
ENSOANG00000009405	3	ENSGALG00000037968	5
ENSOANG00000009408	Ultra102	ENSGALG00000033690	14
ENSOANG00000009414	Contig15114	ENSGALG00000008127	5
ENSOANG00000009417	Contig9293	ENSGALG00000028326	11
ENSOANG00000009419	Contig4290	ENSGALG00000020775	6
ENSOANG00000009421	Ultra218	ENSGALG00000002242	15
ENSOANG00000009422	Contig111886	ENSGALG00000040303	1
ENSOANG00000009426	5	ENSGALG00000007000	10
ENSOANG00000009427	5	ENSGALG00000007012	10
ENSOANG00000009429	Contig24362	ENSGALG00000015842	1
ENSOANG00000009431	Contig14196	ENSGALG00000014970	1
ENSOANG00000009441	Ultra92	ENSGALG00000013941	3
ENSOANG00000009442	Ultra92	ENSGALG00000019967	3
ENSOANG00000009444	Ultra92	ENSGALG00000013935	3
ENSOANG00000009445	Ultra398	ENSGALG00000031893	2
ENSOANG00000009446	Ultra398	ENSGALG00000043636	2
ENSOANG00000009448	Ultra92	ENSGALG00000013900	3
ENSOANG00000009449	Ultra92	ENSGALG00000013892	3
ENSOANG00000009453	Contig22038	ENSGALG00000035337	3
ENSOANG00000009454	Contig22038	ENSGALG00000010165	3
ENSOANG00000009455	Ultra465	ENSGALG00000030056	1
ENSOANG00000009456	Contig3087	ENSGALG00000011718	5
ENSOANG00000009457	Contig3087	ENSGALG00000011715	5
ENSOANG00000009459	Ultra366	ENSGALG00000013893	10
ENSOANG00000009461	Ultra366	ENSGALG00000037723	10
ENSOANG00000009462	Ultra366	ENSGALG00000004304	10
ENSOANG00000009466	Contig22088	ENSGALG00000040184	1
ENSOANG00000009468	Contig82698	ENSGALG00000011360	7
ENSOANG00000009469	Ultra4	ENSGALG00000027591	9
ENSOANG00000009470	Ultra126	ENSGALG00000034179	11
ENSOANG00000009473	Contig14187	ENSGALG00000005515	15
ENSOANG00000009475	Contig10601	ENSGALG00000002470	7
ENSOANG00000009476	X1	ENSGALG00000032640	3
ENSOANG00000009477	X1	ENSGALG00000010594	3
ENSOANG00000009478	X1	ENSGALG00000027624	3
ENSOANG00000009479	X1	ENSGALG00000010583	3
ENSOANG00000009481	X1	ENSGALG00000010580	3
ENSOANG00000009482	Contig28186	ENSGALG00000031183	23
ENSOANG00000009484	Contig12812	ENSGALG00000014689	1
ENSOANG00000009485	Contig2096	ENSGALG00000004103	10
ENSOANG00000009486	Contig6170	ENSGALG00000008053	5
ENSOANG00000009487	Contig9048	ENSGALG00000011138	5
ENSOANG00000009489	Ultra275	ENSGALG00000041762	1
ENSOANG00000009492	Ultra524	ENSGALG00000039182	9
ENSOANG00000009493	Contig18276	ENSGALG00000010932	4
ENSOANG00000009496	Contig13662	ENSGALG00000043926	21
ENSOANG00000009497	Contig17212	ENSGALG00000036452	27
ENSOANG00000009499	Contig5074	ENSGALG00000027583	3
ENSOANG00000009500	Contig5074	ENSGALG00000014892	3
ENSOANG00000009503	Contig12786	ENSGALG00000009428	5
ENSOANG00000009504	Contig17601	ENSGALG00000016556	3
ENSOANG00000009511	Contig18313	ENSGALG00000001267	28
ENSOANG00000009513	Contig6107	ENSGALG00000015123	1
ENSOANG00000009519	Contig8860	ENSGALG00000029917	AADN04002558.1
ENSOANG00000009520	Contig35316	ENSGALG00000041708	21
ENSOANG00000009523	Contig32339	ENSGALG00000008574	1
ENSOANG00000009524	Ultra292	ENSGALG00000016744	1
ENSOANG00000009525	Ultra292	ENSGALG00000029392	1
ENSOANG00000009526	Ultra292	ENSGALG00000043118	1
ENSOANG00000009527	Contig4504	ENSGALG00000034453	21
ENSOANG00000009530	Contig16309	ENSGALG00000000884	13
ENSOANG00000009531	Contig8539	ENSGALG00000014607	27
ENSOANG00000009533	Ultra102	ENSGALG00000006757	14
ENSOANG00000009535	Contig7215	ENSGALG00000012888	2
ENSOANG00000009536	Contig9096	ENSGALG00000001022	27
ENSOANG00000009537	Contig9096	ENSGALG00000045889	27
ENSOANG00000009540	Contig19694	ENSGALG00000010623	8
ENSOANG00000009541	Contig19694	ENSGALG00000010627	8
ENSOANG00000009544	Contig4580	ENSGALG00000003426	18
ENSOANG00000009545	Contig4580	ENSGALG00000003434	18
ENSOANG00000009546	1	ENSGALG00000011446	5
ENSOANG00000009547	Ultra272	ENSGALG00000009350	6
ENSOANG00000009548	Ultra272	ENSGALG00000009336	6
ENSOANG00000009552	Ultra690	ENSGALG00000013639	23
ENSOANG00000009553	Ultra690	ENSGALG00000043733	23
ENSOANG00000009555	Contig8072	ENSGALG00000016919	1
ENSOANG00000009557	Ultra621	ENSGALG00000041643	28
ENSOANG00000009558	Ultra497	ENSGALG00000003966	19
ENSOANG00000009559	Ultra497	ENSGALG00000003973	19
ENSOANG00000009562	Ultra126	ENSGALG00000001439	11
ENSOANG00000009564	Contig6587	ENSGALG00000010337	9
ENSOANG00000009566	Contig1435	ENSGALG00000026401	18
ENSOANG00000009567	Contig1435	ENSGALG00000023364	18
ENSOANG00000009568	Contig1435	ENSGALG00000004441	18
ENSOANG00000009570	Contig1435	ENSGALG00000029893	18
ENSOANG00000009574	Ultra517	ENSGALG00000005006	11
ENSOANG00000009576	Ultra517	ENSGALG00000025864	11
ENSOANG00000009577	Ultra517	ENSGALG00000004956	11
ENSOANG00000009579	Ultra517	ENSGALG00000004949	11
ENSOANG00000009580	Ultra517	ENSGALG00000004943	11
ENSOANG00000009581	Ultra517	ENSGALG00000004935	11
ENSOANG00000009582	Contig3645	ENSGALG00000010436	8
ENSOANG00000009583	Contig3645	ENSGALG00000043396	8
ENSOANG00000009594	Contig2978	ENSGALG00000009758	4
ENSOANG00000009597	Contig14265	ENSGALG00000002982	17
ENSOANG00000009599	Contig6564	ENSGALG00000040986	23
ENSOANG00000009600	Ultra429	ENSGALG00000007570	4
ENSOANG00000009602	Contig13247	ENSGALG00000004360	13
ENSOANG00000009603	Ultra18	ENSGALG00000003572	28
ENSOANG00000009606	Contig6502	ENSGALG00000008373	7
ENSOANG00000009611	Ultra65	ENSGALG00000010836	2
ENSOANG00000009612	Ultra65	ENSGALG00000010840	2
ENSOANG00000009613	Ultra65	ENSGALG00000010854	2
ENSOANG00000009614	Ultra65	ENSGALG00000041640	2
ENSOANG00000009615	Ultra65	ENSGALG00000010862	2
ENSOANG00000009616	Ultra65	ENSGALG00000010863	2
ENSOANG00000009617	Ultra65	ENSGALG00000010865	2
ENSOANG00000009618	Ultra65	ENSGALG00000010868	2
ENSOANG00000009620	Contig4992	ENSGALG00000005815	5
ENSOANG00000009621	Contig4166	ENSGALG00000016804	1
ENSOANG00000009622	Contig3015	ENSGALG00000033664	1
ENSOANG00000009623	Ultra49	ENSGALG00000036736	28
ENSOANG00000009626	Contig29594	ENSGALG00000002394	Z
ENSOANG00000009627	7	ENSGALG00000000892	26
ENSOANG00000009629	Contig25599	ENSGALG00000014189	1
ENSOANG00000009632	Contig9866	ENSGALG00000003885	8
ENSOANG00000009633	Contig2625	ENSGALG00000042112	4
ENSOANG00000009634	X5	ENSGALG00000015799	Z
ENSOANG00000009645	Contig102311	ENSGALG00000014567	1
ENSOANG00000009650	Contig3287	ENSGALG00000030943	1
ENSOANG00000009654	Ultra151	ENSGALG00000001375	18
ENSOANG00000009655	Contig8437	ENSGALG00000001708	27
ENSOANG00000009657	Contig11475	ENSGALG00000005258	14
ENSOANG00000009658	Ultra597	ENSGALG00000008282	4
ENSOANG00000009665	Contig10460	ENSGALG00000006122	14
ENSOANG00000009670	Contig11338	ENSGALG00000003075	13
ENSOANG00000009671	Contig10507	ENSGALG00000042994	13
ENSOANG00000009672	Contig10507	ENSGALG00000026914	13
ENSOANG00000009676	Contig15029	ENSGALG00000010850	8
ENSOANG00000009677	Contig4044	ENSGALG00000016316	3
ENSOANG00000009680	Contig18443	ENSGALG00000036610	AADN04018176.1
ENSOANG00000009682	Ultra451	ENSGALG00000006819	10
ENSOANG00000009685	Ultra451	ENSGALG00000006826	10
ENSOANG00000009688	Contig6225	ENSGALG00000008348	10
ENSOANG00000009689	Ultra462	ENSGALG00000030802	1
ENSOANG00000009691	Ultra462	ENSGALG00000040006	1
ENSOANG00000009692	Ultra462	ENSGALG00000035266	1
ENSOANG00000009693	Contig12765	ENSGALG00000036711	25
ENSOANG00000009694	12	ENSGALG00000041736	4
ENSOANG00000009696	Contig17605	ENSGALG00000020590	8
ENSOANG00000009697	Contig10102	ENSGALG00000001019	28
ENSOANG00000009698	Contig9307	ENSGALG00000009510	5
ENSOANG00000009702	Contig27319	ENSGALG00000029367	11
ENSOANG00000009704	Ultra228	ENSGALG00000023872	17
ENSOANG00000009706	Ultra228	ENSGALG00000008819	17
ENSOANG00000009708	Ultra228	ENSGALG00000030176	17
ENSOANG00000009709	Ultra228	ENSGALG00000008838	17
ENSOANG00000009710	Ultra228	ENSGALG00000008844	17
ENSOANG00000009712	Ultra228	ENSGALG00000026095	17
ENSOANG00000009713	Ultra228	ENSGALG00000008865	17
ENSOANG00000009715	Ultra228	ENSGALG00000008861	17
ENSOANG00000009717	Ultra228	ENSGALG00000044101	17
ENSOANG00000009718	Contig16693	ENSGALG00000003124	22
ENSOANG00000009719	Contig1744	ENSGALG00000005549	19
ENSOANG00000009720	Contig1744	ENSGALG00000005559	19
ENSOANG00000009721	3	ENSGALG00000012170	5
ENSOANG00000009724	Contig2152	ENSGALG00000012124	5
ENSOANG00000009725	Ultra412	ENSGALG00000033138	21
ENSOANG00000009726	Ultra412	ENSGALG00000004882	21
ENSOANG00000009727	Ultra412	ENSGALG00000004878	21
ENSOANG00000009730	Ultra412	ENSGALG00000004889	21
ENSOANG00000009731	Ultra141	ENSGALG00000031929	9
ENSOANG00000009733	Contig2610	ENSGALG00000015491	1
ENSOANG00000009734	Contig2610	ENSGALG00000015492	1
ENSOANG00000009735	Contig2610	ENSGALG00000032278	8
ENSOANG00000009736	Contig2610	ENSGALG00000002667	8
ENSOANG00000009738	Contig15557	ENSGALG00000003067	9
ENSOANG00000009739	Contig20313	ENSGALG00000037052	23
ENSOANG00000009740	Contig20313	ENSGALG00000046649	23
ENSOANG00000009741	Ultra178	ENSGALG00000001024	21
ENSOANG00000009742	Ultra178	ENSGALG00000001017	21
ENSOANG00000009746	Contig25879	ENSGALG00000026834	28
ENSOANG00000009750	Ultra259	ENSGALG00000007687	10
ENSOANG00000009752	Ultra259	ENSGALG00000007649	10
