Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000145423	4	ENSOANG00000005292	Ultra539
ENSG00000145425	4	ENSOANG00000000209	Contig819
ENSG00000145431	4	ENSOANG00000015659	12
ENSG00000145439	4	ENSOANG00000007445	12
ENSG00000145451	4	ENSOANG00000005603	12
ENSG00000145491	5	ENSOANG00000011597	Contig22
ENSG00000145494	5	ENSOANG00000001747	X3
ENSG00000145495	5	ENSOANG00000011595	Contig22
ENSG00000145506	5	ENSOANG00000007712	Ultra43
ENSG00000145526	5	ENSOANG00000002498	X2
ENSG00000145536	5	ENSOANG00000001750	X3
ENSG00000145555	5	ENSOANG00000009146	X3
ENSG00000145569	5	ENSOANG00000011613	Contig22
ENSG00000145592	5	ENSOANG00000004863	Contig6062
ENSG00000145604	5	ENSOANG00000028574	Contig20817
ENSG00000145623	5	ENSOANG00000021462	Contig9459
ENSG00000145632	5	ENSOANG00000013641	Ultra512
ENSG00000145642	5	ENSOANG00000021340	Contig10180
ENSG00000145681	5	ENSOANG00000014760	1
ENSG00000145685	5	ENSOANG00000007905	Contig349
ENSG00000145687	5	ENSOANG00000031841	1
ENSG00000145700	5	ENSOANG00000020639	1
ENSG00000145703	5	ENSOANG00000015766	1
ENSG00000145708	5	ENSOANG00000031473	1
ENSG00000145715	5	ENSOANG00000014753	1
ENSG00000145721	5	ENSOANG00000001224	Ultra358
ENSG00000145723	5	ENSOANG00000005453	10
ENSG00000145725	5	ENSOANG00000005455	10
ENSG00000145730	5	ENSOANG00000005452	10
ENSG00000145740	5	ENSOANG00000010651	Contig1519
ENSG00000145741	5	ENSOANG00000015782	1
ENSG00000145743	5	ENSOANG00000011400	Ultra84
ENSG00000145779	5	ENSOANG00000006164	X5
ENSG00000145780	5	ENSOANG00000008821	Contig11861
ENSG00000145781	5	ENSOANG00000005802	Contig2106
ENSG00000145794	5	ENSOANG00000012788	14
ENSG00000145817	5	ENSOANG00000005747	Ultra139
ENSG00000145819	5	ENSOANG00000005744	Ultra139
ENSG00000145824	5	ENSOANG00000004893	Contig20394
ENSG00000145826	5	ENSOANG00000020203	Contig17655
ENSG00000145832	5	ENSOANG00000009756	Contig10573
ENSG00000145833	5	ENSOANG00000001842	Ultra503
ENSG00000145860	5	ENSOANG00000012337	X1
ENSG00000145861	5	ENSOANG00000012330	X1
ENSG00000145863	5	ENSOANG00000003609	X1
ENSG00000145864	5	ENSOANG00000003608	X1
ENSG00000145868	5	ENSOANG00000009363	X1
ENSG00000145882	5	ENSOANG00000013478	Contig7844
ENSG00000145888	5	ENSOANG00000005109	X1
ENSG00000145911	5	ENSOANG00000004997	Contig1619
ENSG00000145912	5	ENSOANG00000001204	Contig29409
ENSG00000145916	5	ENSOANG00000001203	Contig29409
ENSG00000145936	5	ENSOANG00000007801	X1
ENSG00000145949	6	ENSOANG00000015738	X2
ENSG00000145979	6	ENSOANG00000006980	Ultra474
ENSG00000145982	6	ENSOANG00000001199	Ultra349
ENSG00000145990	6	ENSOANG00000006979	Ultra474
ENSG00000145996	6	ENSOANG00000011129	Contig195
ENSG00000146005	5	ENSOANG00000000838	Contig2367
ENSG00000146007	5	ENSOANG00000007213	Ultra532
ENSG00000146038	6	ENSOANG00000011125	Contig195
ENSG00000146054	5	ENSOANG00000012270	Contig21770
ENSG00000146070	6	ENSOANG00000030517	Ultra2
ENSG00000146072	6	ENSOANG00000008278	Ultra2
ENSG00000146085	6	ENSOANG00000008261	Ultra2
ENSG00000146090	5	ENSOANG00000010229	14
ENSG00000146094	5	ENSOANG00000009672	Contig10507
ENSG00000146109	6	ENSOANG00000014590	Contig765
ENSG00000146112	6	ENSOANG00000011825	Contig30037
ENSG00000146122	6	ENSOANG00000013154	Ultra330
ENSG00000146143	6	ENSOANG00000005987	1
ENSG00000146147	6	ENSOANG00000003591	Ultra546
ENSG00000146151	6	ENSOANG00000028364	Ultra546
ENSG00000146166	6	ENSOANG00000002192	1
ENSG00000146192	6	ENSOANG00000020200	Contig19138
ENSG00000146197	6	ENSOANG00000009784	Contig12441
ENSG00000146205	2	ENSOANG00000011760	7
ENSG00000146215	6	ENSOANG00000007234	Contig11270
ENSG00000146216	6	ENSOANG00000014492	Contig22151
ENSG00000146221	6	ENSOANG00000009454	Contig22038
ENSG00000146223	6	ENSOANG00000008461	Ultra67
ENSG00000146232	6	ENSOANG00000013005	Contig26760
ENSG00000146233	6	ENSOANG00000008272	Ultra2
ENSG00000146242	6	ENSOANG00000001283	Ultra483
ENSG00000146243	6	ENSOANG00000000946	Ultra483
ENSG00000146250	6	ENSOANG00000001273	Ultra483
ENSG00000146267	6	ENSOANG00000008934	Ultra542
ENSG00000146276	6	ENSOANG00000000530	Ultra483
ENSG00000146281	6	ENSOANG00000000531	Ultra483
ENSG00000146282	6	ENSOANG00000000540	Ultra483
ENSG00000146350	6	ENSOANG00000003396	2
ENSG00000146352	6	ENSOANG00000013790	Ultra293
ENSG00000146374	6	ENSOANG00000013242	2
ENSG00000146376	6	ENSOANG00000006818	Ultra374
ENSG00000146378	6	ENSOANG00000005321	Ultra520
ENSG00000146386	6	ENSOANG00000010437	Contig12101
ENSG00000146399	6	ENSOANG00000005320	Ultra520
ENSG00000146410	6	ENSOANG00000009442	Ultra92
ENSG00000146411	6	ENSOANG00000013096	Ultra520
ENSG00000146416	6	ENSOANG00000007665	2
ENSG00000146425	6	ENSOANG00000005209	Ultra729
ENSG00000146433	6	ENSOANG00000010789	Contig4042
ENSG00000146453	6	ENSOANG00000012199	Ultra61
ENSG00000146469	6	ENSOANG00000003593	2
ENSG00000146476	6	ENSOANG00000003328	3
ENSG00000146477	6	ENSOANG00000003431	Contig2038
ENSG00000146530	7	ENSOANG00000030193	Contig23726
ENSG00000146535	7	ENSOANG00000004326	2
ENSG00000146540	7	ENSOANG00000021115	Ultra154
ENSG00000146555	7	ENSOANG00000004329	2
ENSG00000146576	7	ENSOANG00000006526	2
ENSG00000146592	7	ENSOANG00000009178	Ultra231
ENSG00000146618	7	ENSOANG00000009615	Ultra65
ENSG00000146648	7	ENSOANG00000010685	Contig48
ENSG00000146670	11	ENSOANG00000020139	Contig48374
ENSG00000146674	7	ENSOANG00000005419	4
ENSG00000146678	7	ENSOANG00000001500	4
ENSG00000146700	7	ENSOANG00000008339	Contig14652
ENSG00000146701	7	ENSOANG00000001378	Contig10367
ENSG00000146729	7	ENSOANG00000001841	Contig8130
ENSG00000146733	7	ENSOANG00000001839	Contig8130
ENSG00000146802	7	ENSOANG00000003545	Ultra479
ENSG00000146826	7	ENSOANG00000009933	Contig15599
ENSG00000146828	7	ENSOANG00000011841	Contig16777
ENSG00000146830	7	ENSOANG00000029047	Contig75666
ENSG00000146856	7	ENSOANG00000005002	10
ENSG00000146857	7	ENSOANG00000005005	10
ENSG00000146872	17	ENSOANG00000001981	Contig7709
ENSG00000146909	7	ENSOANG00000006139	Ultra274
ENSG00000146910	7	ENSOANG00000021339	Ultra274
ENSG00000146918	7	ENSOANG00000006125	Ultra274
ENSG00000146926	7	ENSOANG00000002663	Contig8966
ENSG00000146950	X	ENSOANG00000009689	Ultra462
ENSG00000146955	7	ENSOANG00000010950	Contig30934
ENSG00000147003	X	ENSOANG00000002573	Ultra462
ENSG00000147010	X	ENSOANG00000004022	Ultra462
ENSG00000147027	X	ENSOANG00000008721	Ultra519
ENSG00000147041	X	ENSOANG00000007114	Ultra222
ENSG00000147065	X	ENSOANG00000004900	Contig28535
ENSG00000147082	X	ENSOANG00000013985	Ultra315
ENSG00000147099	X	ENSOANG00000002951	Ultra315
ENSG00000147100	X	ENSOANG00000002028	6
ENSG00000147113	X	ENSOANG00000006480	Ultra222
ENSG00000147138	X	ENSOANG00000004511	Contig29204
ENSG00000147144	X	ENSOANG00000013575	Ultra295
ENSG00000147155	X	ENSOANG00000012972	Contig19484
ENSG00000147180	X	ENSOANG00000014693	Contig6080
ENSG00000147202	X	ENSOANG00000004201	Ultra519
ENSG00000147231	X	ENSOANG00000011645	6
ENSG00000147251	X	ENSOANG00000012828	6
ENSG00000147257	X	ENSOANG00000011692	6
ENSG00000147316	8	ENSOANG00000005388	X1
ENSG00000147364	8	ENSOANG00000004690	Ultra101
ENSG00000147383	X	ENSOANG00000008705	Ultra519
ENSG00000147394	X	ENSOANG00000008706	Ultra519
ENSG00000147408	8	ENSOANG00000005364	5
ENSG00000147416	8	ENSOANG00000010576	5
ENSG00000147421	8	ENSOANG00000029417	Contig22907
ENSG00000147432	8	ENSOANG00000000702	5
ENSG00000147434	8	ENSOANG00000000701	5
ENSG00000147439	8	ENSOANG00000009828	Contig6189
ENSG00000147443	8	ENSOANG00000013185	5
ENSG00000147454	8	ENSOANG00000008028	5
ENSG00000147457	8	ENSOANG00000013876	5
ENSG00000147459	8	ENSOANG00000014390	Contig2157
ENSG00000147471	8	ENSOANG00000014073	4
ENSG00000147475	8	ENSOANG00000007861	Ultra422
ENSG00000147481	8	ENSOANG00000007270	7
ENSG00000147485	8	ENSOANG00000004748	Contig12356
ENSG00000147488	8	ENSOANG00000007275	7
ENSG00000147509	8	ENSOANG00000007283	7
ENSG00000147526	8	ENSOANG00000007613	Ultra236
ENSG00000147533	8	ENSOANG00000006554	5
ENSG00000147535	8	ENSOANG00000003254	Ultra236
ENSG00000147536	8	ENSOANG00000006555	5
ENSG00000147548	8	ENSOANG00000003253	Ultra236
ENSG00000147570	8	ENSOANG00000002302	7
ENSG00000147571	8	ENSOANG00000002306	7
ENSG00000147573	8	ENSOANG00000002304	7
ENSG00000147576	8	ENSOANG00000002307	7
ENSG00000147588	8	ENSOANG00000007929	Contig8789
ENSG00000147592	8	ENSOANG00000014223	Contig17419
ENSG00000147596	8	ENSOANG00000022146	Contig24073
ENSG00000147601	8	ENSOANG00000001722	Contig1612
ENSG00000147604	8	ENSOANG00000001720	Contig1612
ENSG00000147606	8	ENSOANG00000015030	Ultra48
ENSG00000147613	8	ENSOANG00000002037	Ultra39
ENSG00000147614	8	ENSOANG00000005792	Ultra672
ENSG00000147647	8	ENSOANG00000028926	Contig12878
ENSG00000147649	8	ENSOANG00000003684	4
ENSG00000147650	8	ENSOANG00000007212	Ultra156
ENSG00000147655	8	ENSOANG00000015069	Contig2696
ENSG00000147669	8	ENSOANG00000028409	Ultra749
ENSG00000147677	8	ENSOANG00000004874	4
ENSG00000147679	8	ENSOANG00000004878	4
ENSG00000147684	8	ENSOANG00000014089	4
ENSG00000147687	8	ENSOANG00000014088	4
ENSG00000147689	8	ENSOANG00000014883	Ultra11
ENSG00000147724	8	ENSOANG00000014070	4
ENSG00000147799	8	ENSOANG00000003527	Contig341
ENSG00000147804	8	ENSOANG00000012570	Contig19639
ENSG00000147813	8	ENSOANG00000022071	Contig341
ENSG00000147852	9	ENSOANG00000014993	X5
ENSG00000147853	9	ENSOANG00000001505	X5
ENSG00000147862	9	ENSOANG00000010122	X5
ENSG00000147874	9	ENSOANG00000021324	Ultra31
ENSG00000147894	9	ENSOANG00000000337	X5
ENSG00000147905	9	ENSOANG00000007577	X5
ENSG00000148019	9	ENSOANG00000002647	Ultra304
ENSG00000148053	9	ENSOANG00000004039	Ultra46
ENSG00000148057	9	ENSOANG00000021442	Contig24883
ENSG00000148123	9	ENSOANG00000028588	Contig15180
ENSG00000148143	9	ENSOANG00000004193	Ultra477
ENSG00000148153	9	ENSOANG00000000845	Ultra84
ENSG00000148154	9	ENSOANG00000015813	Ultra84
ENSG00000148158	9	ENSOANG00000000846	Ultra84
ENSG00000148187	9	ENSOANG00000008199	Ultra70
ENSG00000148200	9	ENSOANG00000013303	Ultra39
ENSG00000148218	9	ENSOANG00000009713	Ultra228
ENSG00000148225	9	ENSOANG00000020954	Contig13240
ENSG00000148248	9	ENSOANG00000031281	Contig50927
ENSG00000148288	9	ENSOANG00000008304	Contig7122
ENSG00000148296	9	ENSOANG00000011709	Contig16136
ENSG00000148297	9	ENSOANG00000007059	Contig11099
ENSG00000148300	9	ENSOANG00000002453	Contig2121
ENSG00000148303	9	ENSOANG00000007060	Contig11099
ENSG00000148308	9	ENSOANG00000014724	Ultra81
ENSG00000148331	9	ENSOANG00000001314	4
ENSG00000148334	9	ENSOANG00000031064	Contig35420
ENSG00000148339	9	ENSOANG00000014329	Contig6150
ENSG00000148341	9	ENSOANG00000014623	Contig2191
ENSG00000148344	9	ENSOANG00000002549	4
ENSG00000148356	9	ENSOANG00000009706	Ultra228
ENSG00000148357	9	ENSOANG00000001039	4
ENSG00000148358	9	ENSOANG00000002555	4
ENSG00000148362	9	ENSOANG00000003711	Contig7997
ENSG00000148384	9	ENSOANG00000002528	Contig1091
ENSG00000148386	9	ENSOANG00000002006	Ultra398
ENSG00000148396	9	ENSOANG00000002527	Contig1091
ENSG00000148399	9	ENSOANG00000002731	Contig29735
ENSG00000148400	9	ENSOANG00000002526	Contig1091
ENSG00000148408	9	ENSOANG00000011856	Ultra458
ENSG00000148411	9	ENSOANG00000005894	Ultra70
ENSG00000148426	10	ENSOANG00000015427	Contig13
ENSG00000148429	10	ENSOANG00000015430	Contig13
ENSG00000148444	10	ENSOANG00000014501	Contig8309
ENSG00000148450	10	ENSOANG00000005693	15
ENSG00000148459	10	ENSOANG00000006032	Ultra274
ENSG00000148468	10	ENSOANG00000004431	15
ENSG00000148481	10	ENSOANG00000004433	15
ENSG00000148482	10	ENSOANG00000005707	15
ENSG00000148483	10	ENSOANG00000005710	15
ENSG00000148484	10	ENSOANG00000004436	15
ENSG00000148498	10	ENSOANG00000006064	Ultra274
ENSG00000148516	10	ENSOANG00000006051	Ultra274
ENSG00000148541	10	ENSOANG00000015055	3
ENSG00000148572	10	ENSOANG00000015265	3
ENSG00000148584	10	ENSOANG00000007360	Ultra396
ENSG00000148602	10	ENSOANG00000013225	3
ENSG00000148604	10	ENSOANG00000012634	Contig14906
ENSG00000148606	10	ENSOANG00000007013	Contig1262
ENSG00000148634	10	ENSOANG00000004618	Ultra217
ENSG00000148655	10	ENSOANG00000029139	Ultra511
ENSG00000148660	10	ENSOANG00000013313	Contig3062
ENSG00000148677	10	ENSOANG00000012001	Ultra12
ENSG00000148688	10	ENSOANG00000003415	Ultra717
ENSG00000148690	10	ENSOANG00000008963	Ultra110
ENSG00000148700	10	ENSOANG00000001601	Ultra272
ENSG00000148702	10	ENSOANG00000001578	Ultra272
ENSG00000148704	10	ENSOANG00000022113	Contig15203
ENSG00000148719	10	ENSOANG00000031022	Contig100421
ENSG00000148734	10	ENSOANG00000012150	Ultra287
ENSG00000148735	10	ENSOANG00000001571	Ultra272
ENSG00000148737	10	ENSOANG00000001579	Ultra272
ENSG00000148773	10	ENSOANG00000030909	Contig25330
ENSG00000148814	10	ENSOANG00000032272	Contig15686
ENSG00000148832	10	ENSOANG00000012388	Contig32485
ENSG00000148840	10	ENSOANG00000007826	17
ENSG00000148841	10	ENSOANG00000001611	Ultra272
ENSG00000148842	10	ENSOANG00000001643	Ultra272
ENSG00000148908	10	ENSOANG00000012170	Ultra272
ENSG00000148925	11	ENSOANG00000007022	Contig17974
ENSG00000148926	11	ENSOANG00000006067	3
ENSG00000148935	11	ENSOANG00000013127	3
ENSG00000148942	11	ENSOANG00000013134	3
ENSG00000148943	11	ENSOANG00000009721	3
ENSG00000148948	11	ENSOANG00000000566	3
ENSG00000148950	11	ENSOANG00000021774	3
ENSG00000148985	11	ENSOANG00000002044	Contig34540
ENSG00000149021	11	ENSOANG00000022312	Contig6128
ENSG00000149084	11	ENSOANG00000009210	3
ENSG00000149090	11	ENSOANG00000007389	3
ENSG00000149091	11	ENSOANG00000003635	Contig22972
ENSG00000149100	11	ENSOANG00000015146	3
ENSG00000149115	11	ENSOANG00000008777	Contig6278
ENSG00000149131	11	ENSOANG00000014885	Contig5417
ENSG00000149136	11	ENSOANG00000030312	Contig74587
ENSG00000149150	11	ENSOANG00000012637	Contig11275
ENSG00000149177	11	ENSOANG00000007912	Ultra163
ENSG00000149179	11	ENSOANG00000031094	Contig3231
ENSG00000149182	11	ENSOANG00000004083	Contig3231
ENSG00000149187	11	ENSOANG00000007896	Ultra163
ENSG00000149196	11	ENSOANG00000008883	Ultra29
ENSG00000149201	11	ENSOANG00000008880	Ultra29
ENSG00000149212	11	ENSOANG00000010503	Ultra192
ENSG00000149231	11	ENSOANG00000010497	Ultra192
ENSG00000149257	11	ENSOANG00000012755	Contig9897
ENSG00000149260	11	ENSOANG00000009851	Contig25937
ENSG00000149269	11	ENSOANG00000009867	Contig2582
ENSG00000149273	11	ENSOANG00000029410	Ultra661
ENSG00000149289	11	ENSOANG00000006242	Ultra111
ENSG00000149292	11	ENSOANG00000010971	Contig8462
ENSG00000149294	11	ENSOANG00000009247	Contig13035
ENSG00000149295	11	ENSOANG00000010970	Contig8462
ENSG00000149305	11	ENSOANG00000012549	Contig17926
ENSG00000149313	11	ENSOANG00000010465	Ultra192
ENSG00000149328	11	ENSOANG00000020644	Contig33768
ENSG00000149357	11	ENSOANG00000001786	Contig34648
ENSG00000149403	11	ENSOANG00000006269	Ultra285
ENSG00000149418	11	ENSOANG00000000581	Ultra380
ENSG00000149428	11	ENSOANG00000004367	Contig14758
ENSG00000149452	11	ENSOANG00000008288	Contig6977
ENSG00000149474	20	ENSOANG00000001251	Ultra56
ENSG00000149476	11	ENSOANG00000010938	Contig8502
ENSG00000149480	11	ENSOANG00000011032	Contig10670
ENSG00000149483	11	ENSOANG00000012212	Contig14939
ENSG00000149485	11	ENSOANG00000007855	Ultra95
ENSG00000149488	20	ENSOANG00000003586	Ultra117
ENSG00000149499	11	ENSOANG00000011033	Contig10670
ENSG00000149506	11	ENSOANG00000015211	Contig20708
ENSG00000149532	11	ENSOANG00000010882	Contig22790
ENSG00000149541	11	ENSOANG00000005564	Contig29966
ENSG00000149547	11	ENSOANG00000006304	Contig2444
ENSG00000149554	11	ENSOANG00000006301	Contig2444
ENSG00000149557	11	ENSOANG00000000318	Contig10612
ENSG00000149564	11	ENSOANG00000004368	Contig26876
ENSG00000149571	11	ENSOANG00000001361	Contig16048
ENSG00000149573	11	ENSOANG00000005346	Contig1426
ENSG00000149582	11	ENSOANG00000003757	Contig1194
ENSG00000149599	20	ENSOANG00000022775	Contig20836
ENSG00000149646	20	ENSOANG00000008440	Contig5899
ENSG00000149657	20	ENSOANG00000003370	Ultra337
ENSG00000149658	20	ENSOANG00000003723	Ultra337
ENSG00000149679	20	ENSOANG00000003360	Ultra337
ENSG00000149716	11	ENSOANG00000007415	3
ENSG00000149743	11	ENSOANG00000010375	Ultra181
ENSG00000149781	11	ENSOANG00000006280	Contig129527
ENSG00000149782	11	ENSOANG00000012840	Contig6155
ENSG00000149806	11	ENSOANG00000011562	Contig29152
ENSG00000149922	16	ENSOANG00000006061	Contig40677
ENSG00000149923	16	ENSOANG00000008136	4
ENSG00000149925	16	ENSOANG00000008135	4
ENSG00000149926	16	ENSOANG00000003575	Contig11446
ENSG00000149927	16	ENSOANG00000010036	Contig10572
ENSG00000149930	16	ENSOANG00000010506	Contig13543
ENSG00000149932	16	ENSOANG00000020765	Contig13543
ENSG00000149970	X	ENSOANG00000010656	Ultra462
ENSG00000149972	11	ENSOANG00000010496	Ultra192
ENSG00000150051	10	ENSOANG00000006038	Ultra274
ENSG00000150054	10	ENSOANG00000006040	Ultra274
ENSG00000150093	10	ENSOANG00000006060	Ultra274
ENSG00000150281	16	ENSOANG00000015376	Contig29898
ENSG00000150347	10	ENSOANG00000015260	3
ENSG00000150361	13	ENSOANG00000006018	Ultra213
ENSG00000150401	13	ENSOANG00000015630	Ultra336
ENSG00000150403	13	ENSOANG00000015628	Ultra336
ENSG00000150455	11	ENSOANG00000001155	Contig10382
ENSG00000150456	13	ENSOANG00000009029	Contig59
ENSG00000150457	13	ENSOANG00000022538	Contig27108
ENSG00000150459	13	ENSOANG00000009034	Contig59
ENSG00000150471	4	ENSOANG00000002221	Ultra173
ENSG00000150510	13	ENSOANG00000015533	Ultra336
ENSG00000150540	2	ENSOANG00000007995	Ultra387
ENSG00000150556	2	ENSOANG00000006070	Ultra514
ENSG00000150625	4	ENSOANG00000003589	12
ENSG00000150627	4	ENSOANG00000003590	12
ENSG00000150628	4	ENSOANG00000010926	Ultra286
ENSG00000150630	4	ENSOANG00000029205	Contig8288
ENSG00000150637	18	ENSOANG00000028907	Ultra480
ENSG00000150656	18	ENSOANG00000013446	Ultra88
ENSG00000150667	15	ENSOANG00000031849	Contig3562
ENSG00000150672	11	ENSOANG00000005627	Contig17105
ENSG00000150676	11	ENSOANG00000013206	Ultra186
ENSG00000150681	1	ENSOANG00000002955	Ultra341
ENSG00000150687	11	ENSOANG00000008876	Ultra29
ENSG00000150712	5	ENSOANG00000031780	X1
ENSG00000150722	2	ENSOANG00000003628	Ultra514
ENSG00000150750	11	ENSOANG00000009322	Contig11672
ENSG00000150753	5	ENSOANG00000011592	Contig22
ENSG00000150756	5	ENSOANG00000011590	Contig22
ENSG00000150760	10	ENSOANG00000028869	Contig22735
ENSG00000150764	11	ENSOANG00000020991	Contig26555
ENSG00000150768	11	ENSOANG00000010422	Contig20241
ENSG00000150773	11	ENSOANG00000021548	Contig45340
ENSG00000150776	11	ENSOANG00000019850	Contig24956
ENSG00000150782	11	ENSOANG00000014328	Contig16462
ENSG00000150787	11	ENSOANG00000000412	Contig18532
ENSG00000150867	10	ENSOANG00000005696	15
ENSG00000150873	2	ENSOANG00000001088	1
ENSG00000150893	13	ENSOANG00000015508	Ultra336
ENSG00000150907	13	ENSOANG00000015514	Ultra336
ENSG00000150938	2	ENSOANG00000009476	X1
ENSG00000150961	4	ENSOANG00000003310	12
ENSG00000150967	12	ENSOANG00000009131	Ultra196
ENSG00000150990	12	ENSOANG00000001323	Ultra196
ENSG00000151006	16	ENSOANG00000010372	Contig10389
ENSG00000151012	4	ENSOANG00000009594	Contig2978
ENSG00000151014	4	ENSOANG00000013761	Ultra445
ENSG00000151023	10	ENSOANG00000006023	Ultra274
ENSG00000151062	12	ENSOANG00000008855	Contig2988
ENSG00000151065	12	ENSOANG00000012232	Contig11280
ENSG00000151067	12	ENSOANG00000015362	Contig7063
ENSG00000151079	12	ENSOANG00000014376	Contig24611
ENSG00000151090	3	ENSOANG00000012237	Ultra51
ENSG00000151092	3	ENSOANG00000012234	Ultra51
ENSG00000151131	12	ENSOANG00000001805	Ultra443
ENSG00000151135	12	ENSOANG00000005532	Ultra443
ENSG00000151151	10	ENSOANG00000004610	Ultra217
ENSG00000151208	10	ENSOANG00000021618	Contig19421
ENSG00000151224	10	ENSOANG00000001657	3
ENSG00000151229	12	ENSOANG00000028822	Ultra573
ENSG00000151233	12	ENSOANG00000003428	Contig699
ENSG00000151239	12	ENSOANG00000007091	Contig3261
ENSG00000151240	10	ENSOANG00000006105	Ultra274
ENSG00000151247	4	ENSOANG00000009633	Contig2625
ENSG00000151292	5	ENSOANG00000011556	X5
ENSG00000151304	5	ENSOANG00000010042	X5
ENSG00000151320	14	ENSOANG00000014040	4
ENSG00000151327	14	ENSOANG00000014053	4
ENSG00000151332	14	ENSOANG00000014064	4
ENSG00000151348	11	ENSOANG00000021776	3
ENSG00000151353	2	ENSOANG00000021301	Contig13147
ENSG00000151360	2	ENSOANG00000010920	Ultra89
ENSG00000151376	11	ENSOANG00000008877	Ultra29
ENSG00000151379	2	ENSOANG00000002188	Contig1775
ENSG00000151413	14	ENSOANG00000014034	4
ENSG00000151414	1	ENSOANG00000006321	4
ENSG00000151418	1	ENSOANG00000000424	4
ENSG00000151422	5	ENSOANG00000011399	Ultra84
ENSG00000151465	10	ENSOANG00000015419	Contig13
ENSG00000151466	4	ENSOANG00000012382	Contig3946
ENSG00000151468	10	ENSOANG00000015416	Contig13
ENSG00000151470	4	ENSOANG00000028281	Contig32518
ENSG00000151474	10	ENSOANG00000015401	Contig13
ENSG00000151498	11	ENSOANG00000009004	Contig8338
ENSG00000151503	11	ENSOANG00000030952	Contig22806
ENSG00000151532	10	ENSOANG00000001581	Ultra272
ENSG00000151552	4	ENSOANG00000013830	4
ENSG00000151553	10	ENSOANG00000001558	Ultra272
ENSG00000151572	12	ENSOANG00000005581	Ultra443
ENSG00000151575	15	ENSOANG00000008525	Ultra366
ENSG00000151576	3	ENSOANG00000002883	Contig12469
ENSG00000151611	4	ENSOANG00000006537	Ultra44
ENSG00000151612	4	ENSOANG00000006534	Ultra44
ENSG00000151615	4	ENSOANG00000006897	Ultra44
ENSG00000151617	4	ENSOANG00000005262	Ultra539
ENSG00000151623	4	ENSOANG00000005268	Ultra539
ENSG00000151651	10	ENSOANG00000003871	Contig2881
ENSG00000151657	10	ENSOANG00000015445	Contig13
ENSG00000151665	2	ENSOANG00000004856	Ultra596
ENSG00000151687	2	ENSOANG00000022232	Contig35423
ENSG00000151690	2	ENSOANG00000015369	Contig55961
ENSG00000151692	2	ENSOANG00000015379	X1
ENSG00000151693	2	ENSOANG00000004708	Contig6456
ENSG00000151694	2	ENSOANG00000019869	Contig10465
ENSG00000151704	11	ENSOANG00000000570	Ultra380
ENSG00000151715	11	ENSOANG00000000574	Ultra380
ENSG00000151726	4	ENSOANG00000010805	Contig2827
ENSG00000151743	12	ENSOANG00000002621	Contig14043
ENSG00000151746	12	ENSOANG00000029152	Ultra540
ENSG00000151748	14	ENSOANG00000013971	4
ENSG00000151779	2	ENSOANG00000004483	1
ENSG00000151812	14	ENSOANG00000011833	Contig214
ENSG00000151834	4	ENSOANG00000010534	Contig8487
ENSG00000151838	14	ENSOANG00000031738	Contig214
ENSG00000151849	13	ENSOANG00000015380	Contig3981
ENSG00000151876	5	ENSOANG00000012512	Contig18534
ENSG00000151881	5	ENSOANG00000008910	Ultra334
ENSG00000151883	5	ENSOANG00000012952	Ultra358
ENSG00000151892	10	ENSOANG00000001552	Ultra272
ENSG00000151893	10	ENSOANG00000007361	Ultra272
ENSG00000151923	10	ENSOANG00000004896	Ultra272
ENSG00000151929	10	ENSOANG00000009317	Ultra272
ENSG00000151948	12	ENSOANG00000009949	2
ENSG00000151962	4	ENSOANG00000002141	Contig7085
ENSG00000152034	6	ENSOANG00000008942	Ultra542
ENSG00000152049	2	ENSOANG00000013597	Ultra232
ENSG00000152056	2	ENSOANG00000020112	Ultra232
ENSG00000152061	1	ENSOANG00000000925	Ultra341
ENSG00000152092	1	ENSOANG00000000947	Ultra341
ENSG00000152102	2	ENSOANG00000007703	1
ENSG00000152127	2	ENSOANG00000007291	Contig3623
ENSG00000152128	2	ENSOANG00000021449	Contig19214
ENSG00000152133	2	ENSOANG00000008080	X1
ENSG00000152147	2	ENSOANG00000003420	Contig4623
ENSG00000152154	2	ENSOANG00000014971	1
ENSG00000152193	13	ENSOANG00000008745	Ultra290
ENSG00000152207	13	ENSOANG00000015552	Ultra336
ENSG00000152208	4	ENSOANG00000013766	Ultra445
ENSG00000152213	13	ENSOANG00000015544	Ultra336
ENSG00000152214	18	ENSOANG00000002749	3
ENSG00000152217	18	ENSOANG00000006334	Ultra116
ENSG00000152219	11	ENSOANG00000010707	3
ENSG00000152229	18	ENSOANG00000004071	Ultra74
ENSG00000152234	18	ENSOANG00000014907	X5
ENSG00000152240	18	ENSOANG00000014361	Contig8411
ENSG00000152242	18	ENSOANG00000004994	Ultra239
ENSG00000152253	2	ENSOANG00000008501	Ultra514
ENSG00000152254	2	ENSOANG00000008503	Ultra514
ENSG00000152256	2	ENSOANG00000008586	Ultra514
ENSG00000152270	11	ENSOANG00000032034	Contig11697
ENSG00000152284	2	ENSOANG00000020994	Contig17831
ENSG00000152291	2	ENSOANG00000028795	Contig19923
ENSG00000152292	2	ENSOANG00000000661	Contig16986
ENSG00000152348	5	ENSOANG00000020641	1
ENSG00000152359	5	ENSOANG00000015769	1
ENSG00000152377	5	ENSOANG00000003680	Contig9933
ENSG00000152380	5	ENSOANG00000001610	1
