Human	ChrHuman	Chicken	ChrChicken
ENSG00000147434	8	ENSGALG00000015382	Z
ENSG00000147437	8	ENSGALG00000000277	22
ENSG00000147443	8	ENSGALG00000026250	22
ENSG00000147454	8	ENSGALG00000000378	22
ENSG00000147457	8	ENSGALG00000000409	22
ENSG00000147465	8	ENSGALG00000003242	22
ENSG00000147471	8	ENSGALG00000003101	22
ENSG00000147475	8	ENSGALG00000003092	22
ENSG00000147481	8	ENSGALG00000015248	2
ENSG00000147485	8	ENSGALG00000036838	20
ENSG00000147488	8	ENSGALG00000015254	2
ENSG00000147509	8	ENSGALG00000025941	2
ENSG00000147526	8	ENSGALG00000042739	22
ENSG00000147533	8	ENSGALG00000003483	22
ENSG00000147535	8	ENSGALG00000044574	22
ENSG00000147536	8	ENSGALG00000045374	22
ENSG00000147548	8	ENSGALG00000003299	22
ENSG00000147571	8	ENSGALG00000037148	2
ENSG00000147573	8	ENSGALG00000041327	2
ENSG00000147576	8	ENSGALG00000031860	2
ENSG00000147586	8	ENSGALG00000036749	2
ENSG00000147588	8	ENSGALG00000032453	2
ENSG00000147592	8	ENSGALG00000038745	2
ENSG00000147596	8	ENSGALG00000033439	2
ENSG00000147601	8	ENSGALG00000037453	2
ENSG00000147604	8	ENSGALG00000035252	2
ENSG00000147606	8	ENSGALG00000033638	2
ENSG00000147614	8	ENSGALG00000034294	2
ENSG00000147642	8	ENSGALG00000036527	2
ENSG00000147647	8	ENSGALG00000039011	2
ENSG00000147649	8	ENSGALG00000034050	2
ENSG00000147650	8	ENSGALG00000033630	2
ENSG00000147654	8	ENSGALG00000036293	2
ENSG00000147655	8	ENSGALG00000030030	2
ENSG00000147669	8	ENSGALG00000036019	2
ENSG00000147676	8	ENSGALG00000040768	2
ENSG00000147677	8	ENSGALG00000040522	2
ENSG00000147679	8	ENSGALG00000032400	2
ENSG00000147684	8	ENSGALG00000042242	2
ENSG00000147687	8	ENSGALG00000041072	2
ENSG00000147689	8	ENSGALG00000041748	2
ENSG00000147724	8	ENSGALG00000039831	2
ENSG00000147813	8	ENSGALG00000038175	2
ENSG00000147852	9	ENSGALG00000010166	Z
ENSG00000147853	9	ENSGALG00000014447	Z
ENSG00000147854	9	ENSGALG00000015052	Z
ENSG00000147862	9	ENSGALG00000005441	Z
ENSG00000147869	9	ENSGALG00000005434	Z
ENSG00000147872	9	ENSGALG00000015090	Z
ENSG00000147874	9	ENSGALG00000015091	Z
ENSG00000147894	9	ENSGALG00000001864	Z
ENSG00000147955	9	ENSGALG00000028996	Z
ENSG00000148019	9	ENSGALG00000015179	Z
ENSG00000148053	9	ENSGALG00000012594	Z
ENSG00000148057	9	ENSGALG00000012583	Z
ENSG00000148082	9	ENSGALG00000010688	Z
ENSG00000148090	9	ENSGALG00000021843	Z
ENSG00000148120	9	ENSGALG00000040796	Z
ENSG00000148123	9	ENSGALG00000015542	Z
ENSG00000148143	9	ENSGALG00000015451	Z
ENSG00000148153	9	ENSGALG00000020528	Z
ENSG00000148154	9	ENSGALG00000015682	Z
ENSG00000148158	9	ENSGALG00000015660	Z
ENSG00000148175	9	ENSGALG00000001434	17
ENSG00000148187	9	ENSGALG00000001333	17
ENSG00000148200	9	ENSGALG00000001073	17
ENSG00000148204	9	ENSGALG00000001169	17
ENSG00000148218	9	ENSGALG00000008865	17
ENSG00000148225	9	ENSGALG00000008859	17
ENSG00000148229	9	ENSGALG00000008873	17
ENSG00000148248	9	ENSGALG00000028265	17
ENSG00000148288	9	ENSGALG00000003340	17
ENSG00000148290	9	ENSGALG00000033754	17
ENSG00000148291	9	ENSGALG00000003181	17
ENSG00000148296	9	ENSGALG00000038413	17
ENSG00000148297	9	ENSGALG00000003204	17
ENSG00000148300	9	ENSGALG00000030609	17
ENSG00000148303	9	ENSGALG00000003197	17
ENSG00000148308	9	ENSGALG00000003441	17
ENSG00000148331	9	ENSGALG00000004378	17
ENSG00000148335	9	ENSGALG00000017611	17
ENSG00000148337	9	ENSGALG00000042325	17
ENSG00000148339	9	ENSGALG00000005095	17
ENSG00000148341	9	ENSGALG00000039541	17
ENSG00000148343	9	ENSGALG00000032342	17
ENSG00000148344	9	ENSGALG00000038013	17
ENSG00000148356	9	ENSGALG00000008819	17
ENSG00000148358	9	ENSGALG00000004052	17
ENSG00000148384	9	ENSGALG00000001964	17
ENSG00000148399	9	ENSGALG00000008750	17
ENSG00000148400	9	ENSGALG00000002375	17
ENSG00000148408	9	ENSGALG00000008456	17
ENSG00000148411	9	ENSGALG00000001728	17
ENSG00000148426	10	ENSGALG00000006700	1
ENSG00000148429	10	ENSGALG00000035563	1
ENSG00000148444	10	ENSGALG00000007900	2
ENSG00000148459	10	ENSGALG00000007559	2
ENSG00000148468	10	ENSGALG00000008764	2
ENSG00000148481	10	ENSGALG00000008739	2
ENSG00000148482	10	ENSGALG00000008602	2
ENSG00000148484	10	ENSGALG00000040891	2
ENSG00000148488	10	ENSGALG00000008671	2
ENSG00000148498	10	ENSGALG00000007125	2
ENSG00000148516	10	ENSGALG00000007260	2
ENSG00000148541	10	ENSGALG00000031305	6
ENSG00000148572	10	ENSGALG00000002959	6
ENSG00000148584	10	ENSGALG00000003765	6
ENSG00000148600	10	ENSGALG00000002314	6
ENSG00000148602	10	ENSGALG00000002303	6
ENSG00000148604	10	ENSGALG00000002299	6
ENSG00000148606	10	ENSGALG00000004947	6
ENSG00000148634	10	ENSGALG00000003861	6
ENSG00000148655	10	ENSGALG00000032308	6
ENSG00000148660	10	ENSGALG00000005088	6
ENSG00000148671	10	ENSGALG00000030461	6
ENSG00000148677	10	ENSGALG00000006491	6
ENSG00000148680	10	ENSGALG00000040549	6
ENSG00000148688	10	ENSGALG00000006486	6
ENSG00000148690	10	ENSGALG00000006622	6
ENSG00000148700	10	ENSGALG00000008542	6
ENSG00000148702	10	ENSGALG00000008905	6
ENSG00000148704	10	ENSGALG00000009261	6
ENSG00000148719	10	ENSGALG00000034104	6
ENSG00000148730	10	ENSGALG00000037904	6
ENSG00000148734	10	ENSGALG00000004446	6
ENSG00000148735	10	ENSGALG00000020679	6
ENSG00000148737	10	ENSGALG00000008883	6
ENSG00000148773	10	ENSGALG00000025996	6
ENSG00000148795	10	ENSGALG00000008121	6
ENSG00000148826	10	ENSGALG00000010500	6
ENSG00000148832	10	ENSGALG00000003557	6
ENSG00000148835	10	ENSGALG00000008241	6
ENSG00000148840	10	ENSGALG00000020742	6
ENSG00000148841	10	ENSGALG00000025780	6
ENSG00000148842	10	ENSGALG00000008160	6
ENSG00000148848	10	ENSGALG00000041255	6
ENSG00000148908	10	ENSGALG00000009422	6
ENSG00000148925	11	ENSGALG00000005369	5
ENSG00000148926	11	ENSGALG00000046593	5
ENSG00000148935	11	ENSGALG00000003655	5
ENSG00000148942	11	ENSGALG00000013304	5
ENSG00000148943	11	ENSGALG00000012170	5
ENSG00000148948	11	ENSGALG00000007948	5
ENSG00000148950	11	ENSGALG00000012128	5
ENSG00000148985	11	ENSGALG00000027762	1
ENSG00000149043	11	ENSGALG00000006602	5
ENSG00000149084	11	ENSGALG00000036787	5
ENSG00000149089	11	ENSGALG00000031286	5
ENSG00000149090	11	ENSGALG00000007886	5
ENSG00000149091	11	ENSGALG00000008380	5
ENSG00000149131	11	ENSGALG00000007381	5
ENSG00000149136	11	ENSGALG00000007520	5
ENSG00000149177	11	ENSGALG00000006382	5
ENSG00000149179	11	ENSGALG00000008255	5
ENSG00000149182	11	ENSGALG00000008247	5
ENSG00000149187	11	ENSGALG00000008097	5
ENSG00000149196	11	ENSGALG00000001823	1
ENSG00000149218	11	ENSGALG00000017205	1
ENSG00000149243	11	ENSGALG00000017332	1
ENSG00000149257	11	ENSGALG00000011214	1
ENSG00000149260	11	ENSGALG00000040478	1
ENSG00000149262	11	ENSGALG00000000091	1
ENSG00000149269	11	ENSGALG00000000681	1
ENSG00000149273	11	ENSGALG00000017330	1
ENSG00000149289	11	ENSGALG00000017154	1
ENSG00000149292	11	ENSGALG00000042304	AADN04012949.1
ENSG00000149294	11	ENSGALG00000007839	24
ENSG00000149295	11	ENSGALG00000007794	24
ENSG00000149300	11	ENSGALG00000032467	24
ENSG00000149308	11	ENSGALG00000017162	1
ENSG00000149311	11	ENSGALG00000017159	1
ENSG00000149313	11	ENSGALG00000027981	1
ENSG00000149346	20	ENSGALG00000009016	3
ENSG00000149357	11	ENSGALG00000035720	1
ENSG00000149380	11	ENSGALG00000042030	1
ENSG00000149403	11	ENSGALG00000006638	24
ENSG00000149418	11	ENSGALG00000001331	24
ENSG00000149428	11	ENSGALG00000007659	24
ENSG00000149451	20	ENSGALG00000030602	4
ENSG00000149474	20	ENSGALG00000008707	3
ENSG00000149476	11	ENSGALG00000037854	5
ENSG00000149480	11	ENSGALG00000030998	AADN04000732.1
ENSG00000149483	11	ENSGALG00000029480	5
ENSG00000149488	20	ENSGALG00000042706	2
ENSG00000149506	11	ENSGALG00000031916	AADN04000990.1
ENSG00000149527	1	ENSGALG00000001207	21
ENSG00000149547	11	ENSGALG00000038097	24
ENSG00000149548	11	ENSGALG00000033570	24
ENSG00000149554	11	ENSGALG00000042418	24
ENSG00000149557	11	ENSGALG00000038885	24
ENSG00000149564	11	ENSGALG00000032943	24
ENSG00000149571	11	ENSGALG00000029197	24
ENSG00000149573	11	ENSGALG00000007412	24
ENSG00000149575	11	ENSGALG00000021272	24
ENSG00000149591	11	ENSGALG00000011902	24
ENSG00000149599	20	ENSGALG00000021017	20
ENSG00000149600	20	ENSGALG00000006630	20
ENSG00000149635	20	ENSGALG00000044719	20
ENSG00000149636	20	ENSGALG00000035406	AADN04000744.1
ENSG00000149639	20	ENSGALG00000003409	20
ENSG00000149654	20	ENSGALG00000007211	20
ENSG00000149657	20	ENSGALG00000005125	20
ENSG00000149679	20	ENSGALG00000005345	20
ENSG00000149716	11	ENSGALG00000007556	5
ENSG00000149743	11	ENSGALG00000040723	AADN04002522.1
ENSG00000149806	11	ENSGALG00000035506	AADN04004076.1
ENSG00000149823	11	ENSGALG00000004166	5
ENSG00000149922	16	ENSGALG00000006374	15
ENSG00000149948	12	ENSGALG00000009875	1
ENSG00000149970	X	ENSGALG00000016391	1
ENSG00000149972	11	ENSGALG00000017197	1
ENSG00000150051	10	ENSGALG00000007426	2
ENSG00000150054	10	ENSGALG00000007408	2
ENSG00000150093	10	ENSGALG00000007145	2
ENSG00000150275	10	ENSGALG00000002744	6
ENSG00000150316	11	ENSGALG00000017207	1
ENSG00000150347	10	ENSGALG00000031534	6
ENSG00000150361	13	ENSGALG00000016907	1
ENSG00000150394	16	ENSGALG00000005319	11
ENSG00000150401	13	ENSGALG00000029145	1
ENSG00000150403	13	ENSGALG00000016824	1
ENSG00000150455	11	ENSGALG00000040224	24
ENSG00000150456	13	ENSGALG00000017133	1
ENSG00000150459	13	ENSGALG00000017129	1
ENSG00000150471	4	ENSGALG00000011319	4
ENSG00000150477	18	ENSGALG00000002419	Z
ENSG00000150510	13	ENSGALG00000017016	1
ENSG00000150540	2	ENSGALG00000012377	7
ENSG00000150551	2	ENSGALG00000012176	7
ENSG00000150556	2	ENSGALG00000028759	7
ENSG00000150593	10	ENSGALG00000008700	6
ENSG00000150594	10	ENSGALG00000023521	6
ENSG00000150625	4	ENSGALG00000043480	4
ENSG00000150627	4	ENSGALG00000043106	4
ENSG00000150628	4	ENSGALG00000010822	4
ENSG00000150630	4	ENSGALG00000010847	4
ENSG00000150636	18	ENSGALG00000019509	2
ENSG00000150637	18	ENSGALG00000013748	2
ENSG00000150656	18	ENSGALG00000013697	2
ENSG00000150667	15	ENSGALG00000009624	5
ENSG00000150676	11	ENSGALG00000013247	1
ENSG00000150681	1	ENSGALG00000021143	8
ENSG00000150687	11	ENSGALG00000017244	1
ENSG00000150712	5	ENSGALG00000003168	Z
ENSG00000150722	2	ENSGALG00000008896	7
ENSG00000150753	5	ENSGALG00000013041	2
ENSG00000150756	5	ENSGALG00000013043	2
ENSG00000150760	10	ENSGALG00000042259	6
ENSG00000150764	11	ENSGALG00000007929	24
ENSG00000150768	11	ENSGALG00000007904	24
ENSG00000150773	11	ENSGALG00000007885	24
ENSG00000150776	11	ENSGALG00000007882	24
ENSG00000150782	11	ENSGALG00000007874	24
ENSG00000150787	11	ENSGALG00000007848	24
ENSG00000150867	10	ENSGALG00000007877	2
ENSG00000150873	2	ENSGALG00000046449	3
ENSG00000150893	13	ENSGALG00000033671	1
ENSG00000150907	13	ENSGALG00000017034	1
ENSG00000150938	2	ENSGALG00000032640	3
ENSG00000150961	4	ENSGALG00000011998	4
ENSG00000150967	12	ENSGALG00000003736	15
ENSG00000150977	12	ENSGALG00000003321	15
ENSG00000150990	12	ENSGALG00000002964	15
ENSG00000150991	12	ENSGALG00000004509	19
ENSG00000150995	3	ENSGALG00000008294	12
ENSG00000151012	4	ENSGALG00000009758	4
ENSG00000151023	10	ENSGALG00000007680	2
ENSG00000151025	10	ENSGALG00000007667	2
ENSG00000151065	12	ENSGALG00000038402	1
ENSG00000151067	12	ENSGALG00000013022	1
ENSG00000151079	12	ENSGALG00000040681	1
ENSG00000151090	3	ENSGALG00000011294	2
ENSG00000151092	3	ENSGALG00000011304	2
ENSG00000151093	3	ENSGALG00000011312	2
ENSG00000151116	11	ENSGALG00000006342	5
ENSG00000151117	11	ENSGALG00000006358	5
ENSG00000151131	12	ENSGALG00000012694	1
ENSG00000151135	12	ENSGALG00000012640	1
ENSG00000151136	12	ENSGALG00000039595	1
ENSG00000151148	12	ENSGALG00000013851	15
ENSG00000151150	10	ENSGALG00000003135	6
ENSG00000151151	10	ENSGALG00000002710	6
ENSG00000151176	12	ENSGALG00000008319	15
ENSG00000151208	10	ENSGALG00000043018	6
ENSG00000151224	10	ENSGALG00000002479	6
ENSG00000151229	12	ENSGALG00000035940	1
ENSG00000151233	12	ENSGALG00000009532	1
ENSG00000151239	12	ENSGALG00000009595	1
ENSG00000151240	10	ENSGALG00000006652	2
ENSG00000151247	4	ENSGALG00000042112	4
ENSG00000151276	3	ENSGALG00000007431	12
ENSG00000151304	5	ENSGALG00000005316	Z
ENSG00000151320	14	ENSGALG00000009995	5
ENSG00000151322	14	ENSGALG00000029022	5
ENSG00000151327	14	ENSGALG00000010046	5
ENSG00000151332	14	ENSGALG00000010096	5
ENSG00000151338	14	ENSGALG00000010118	5
ENSG00000151348	11	ENSGALG00000031542	5
ENSG00000151364	11	ENSGALG00000017266	1
ENSG00000151376	11	ENSGALG00000017246	1
ENSG00000151379	2	ENSGALG00000016469	3
ENSG00000151413	14	ENSGALG00000009983	5
ENSG00000151414	1	ENSGALG00000002216	8
ENSG00000151418	1	ENSGALG00000002207	8
ENSG00000151422	5	ENSGALG00000000273	Z
ENSG00000151445	14	ENSGALG00000010459	5
ENSG00000151458	4	ENSGALG00000011831	4
ENSG00000151461	10	ENSGALG00000033772	1
ENSG00000151465	10	ENSGALG00000014038	1
ENSG00000151468	10	ENSGALG00000030140	1
ENSG00000151470	4	ENSGALG00000010108	4
ENSG00000151474	10	ENSGALG00000034992	1
ENSG00000151490	12	ENSGALG00000013085	1
ENSG00000151491	12	ENSGALG00000013091	1
ENSG00000151498	11	ENSGALG00000001557	24
ENSG00000151502	11	ENSGALG00000001521	24
ENSG00000151532	10	ENSGALG00000008880	6
ENSG00000151552	4	ENSGALG00000030070	4
ENSG00000151553	10	ENSGALG00000031404	6
ENSG00000151572	12	ENSGALG00000011614	1
ENSG00000151575	15	ENSGALG00000042476	10
ENSG00000151576	3	ENSGALG00000037485	1
ENSG00000151577	3	ENSGALG00000015117	1
ENSG00000151611	4	ENSGALG00000009974	4
ENSG00000151612	4	ENSGALG00000009982	4
ENSG00000151617	4	ENSGALG00000010013	4
ENSG00000151623	4	ENSGALG00000010035	4
ENSG00000151640	10	ENSGALG00000010490	6
ENSG00000151650	10	ENSGALG00000045343	6
ENSG00000151655	10	ENSGALG00000006833	1
ENSG00000151657	10	ENSGALG00000030702	1
ENSG00000151665	2	ENSGALG00000020057	3
ENSG00000151690	2	ENSGALG00000041884	7
ENSG00000151693	2	ENSGALG00000016419	3
ENSG00000151694	2	ENSGALG00000016427	3
ENSG00000151702	11	ENSGALG00000001161	24
ENSG00000151704	11	ENSGALG00000001167	24
ENSG00000151715	11	ENSGALG00000001203	24
ENSG00000151718	4	ENSGALG00000010668	4
ENSG00000151725	4	ENSGALG00000020210	4
ENSG00000151726	4	ENSGALG00000010628	4
ENSG00000151729	4	ENSGALG00000010614	4
ENSG00000151743	12	ENSGALG00000012938	1
ENSG00000151746	12	ENSGALG00000032522	1
ENSG00000151748	14	ENSGALG00000012341	5
ENSG00000151773	13	ENSGALG00000016968	1
ENSG00000151779	2	ENSGALG00000042614	3
ENSG00000151789	3	ENSGALG00000011283	2
ENSG00000151790	4	ENSGALG00000035207	4
ENSG00000151806	4	ENSGALG00000014217	4
ENSG00000151812	14	ENSGALG00000012094	5
ENSG00000151834	4	ENSGALG00000014206	4
ENSG00000151835	13	ENSGALG00000017120	1
ENSG00000151838	14	ENSGALG00000028666	5
ENSG00000151849	13	ENSGALG00000017148	1
ENSG00000151876	5	ENSGALG00000014851	Z
ENSG00000151881	5	ENSGALG00000014863	Z
ENSG00000151883	5	ENSGALG00000032991	Z
ENSG00000151892	10	ENSGALG00000009173	6
ENSG00000151893	10	ENSGALG00000009314	6
ENSG00000151914	6	ENSGALG00000016289	3
ENSG00000151917	6	ENSGALG00000016283	3
ENSG00000151923	10	ENSGALG00000009427	6
ENSG00000151929	10	ENSGALG00000009433	6
ENSG00000151948	12	ENSGALG00000002679	15
ENSG00000151952	12	ENSGALG00000002671	15
ENSG00000151962	4	ENSGALG00000009278	4
ENSG00000152049	2	ENSGALG00000031350	9
ENSG00000152056	2	ENSGALG00000005171	9
ENSG00000152061	1	ENSGALG00000004578	8
ENSG00000152092	1	ENSGALG00000004472	8
ENSG00000152102	2	ENSGALG00000002172	9
ENSG00000152104	1	ENSGALG00000009784	3
ENSG00000152127	2	ENSGALG00000012187	7
ENSG00000152128	2	ENSGALG00000012190	7
ENSG00000152133	2	ENSGALG00000010561	3
ENSG00000152137	12	ENSGALG00000007383	15
ENSG00000152147	2	ENSGALG00000013821	3
ENSG00000152154	2	ENSGALG00000028327	5
ENSG00000152192	13	ENSGALG00000035441	1
ENSG00000152193	13	ENSGALG00000016911	1
ENSG00000152208	4	ENSGALG00000010397	4
ENSG00000152213	13	ENSGALG00000022733	1
ENSG00000152214	18	ENSGALG00000033353	Z
ENSG00000152217	18	ENSGALG00000036775	Z
ENSG00000152219	11	ENSGALG00000012139	5
ENSG00000152223	18	ENSGALG00000036259	Z
ENSG00000152229	18	ENSGALG00000040136	Z
ENSG00000152240	18	ENSGALG00000040397	Z
ENSG00000152253	2	ENSGALG00000010900	7
ENSG00000152254	2	ENSGALG00000010899	7
ENSG00000152256	2	ENSGALG00000013235	7
ENSG00000152266	11	ENSGALG00000042878	5
ENSG00000152270	11	ENSGALG00000006035	5
ENSG00000152315	14	ENSGALG00000010672	5
ENSG00000152332	1	ENSGALG00000002734	8
ENSG00000152348	5	ENSGALG00000027714	Z
ENSG00000152359	5	ENSGALG00000014960	Z
ENSG00000152377	5	ENSGALG00000006258	13
ENSG00000152382	1	ENSGALG00000032173	8
ENSG00000152402	11	ENSGALG00000017173	1
ENSG00000152404	11	ENSGALG00000017171	1
ENSG00000152409	5	ENSGALG00000014819	Z
ENSG00000152413	5	ENSGALG00000014813	Z
ENSG00000152422	5	ENSGALG00000015620	Z
ENSG00000152430	2	ENSGALG00000036160	7
ENSG00000152455	10	ENSGALG00000013920	1
ENSG00000152457	10	ENSGALG00000013926	1
ENSG00000152463	10	ENSGALG00000043833	2
ENSG00000152464	10	ENSGALG00000008794	2
ENSG00000152465	10	ENSGALG00000008791	2
ENSG00000152484	13	ENSGALG00000034708	1
ENSG00000152492	3	ENSGALG00000020813	9
ENSG00000152495	5	ENSGALG00000000244	Z
ENSG00000152503	5	ENSGALG00000008188	Z
ENSG00000152518	2	ENSGALG00000033129	3
ENSG00000152520	13	ENSGALG00000017092	1
ENSG00000152527	2	ENSGALG00000009947	3
ENSG00000152556	12	ENSGALG00000033271	AADN04000745.1
ENSG00000152558	11	ENSGALG00000017185	1
ENSG00000152578	11	ENSGALG00000038995	1
ENSG00000152580	3	ENSGALG00000044293	9
ENSG00000152582	5	ENSGALG00000023552	Z
ENSG00000152583	4	ENSGALG00000010929	4
ENSG00000152601	3	ENSGALG00000029190	9
ENSG00000152611	5	ENSGALG00000013376	Z
ENSG00000152620	5	ENSGALG00000003558	Z
ENSG00000152642	3	ENSGALG00000011481	2
ENSG00000152661	6	ENSGALG00000014873	3
ENSG00000152669	5	ENSGALG00000028595	Z
ENSG00000152670	5	ENSGALG00000014713	Z
ENSG00000152683	2	ENSGALG00000010618	3
ENSG00000152684	5	ENSGALG00000034847	Z
ENSG00000152689	2	ENSGALG00000010435	3
ENSG00000152700	5	ENSGALG00000038753	13
ENSG00000152749	13	ENSGALG00000016897	1
ENSG00000152763	1	ENSGALG00000045792	8
ENSG00000152766	10	ENSGALG00000028250	6
ENSG00000152767	13	ENSGALG00000016886	1
ENSG00000152779	10	ENSGALG00000006421	6
ENSG00000152782	10	ENSGALG00000006431	6
ENSG00000152784	4	ENSGALG00000038372	4
ENSG00000152785	4	ENSGALG00000035052	4
ENSG00000152795	4	ENSGALG00000023199	4
ENSG00000152804	10	ENSGALG00000030008	6
ENSG00000152818	6	ENSGALG00000012256	3
ENSG00000152822	6	ENSGALG00000012297	3
ENSG00000152894	6	ENSGALG00000037423	3
ENSG00000152904	1	ENSGALG00000042853	3
ENSG00000152932	5	ENSGALG00000014726	Z
ENSG00000152939	5	ENSGALG00000027140	Z
ENSG00000152942	5	ENSGALG00000015571	Z
ENSG00000152944	12	ENSGALG00000027435	1
ENSG00000152952	3	ENSGALG00000006783	9
ENSG00000152953	4	ENSGALG00000029510	4
ENSG00000152954	6	ENSGALG00000037811	2
ENSG00000152969	4	ENSGALG00000015528	4
ENSG00000152990	4	ENSGALG00000033470	4
ENSG00000153002	3	ENSGALG00000006834	9
ENSG00000153006	5	ENSGALG00000026028	Z
ENSG00000153012	4	ENSGALG00000043283	4
ENSG00000153015	5	ENSGALG00000014747	Z
ENSG00000153044	5	ENSGALG00000014788	Z
ENSG00000153046	6	ENSGALG00000012808	2
ENSG00000153048	16	ENSGALG00000042981	14
ENSG00000153060	16	ENSGALG00000007257	14
ENSG00000153064	4	ENSGALG00000012292	4
ENSG00000153066	16	ENSGALG00000003154	14
ENSG00000153071	5	ENSGALG00000003803	Z
ENSG00000153086	2	ENSGALG00000012197	7
ENSG00000153113	5	ENSGALG00000014682	Z
ENSG00000153130	4	ENSGALG00000009813	4
ENSG00000153132	4	ENSGALG00000009826	4
ENSG00000153140	5	ENSGALG00000014648	Z
ENSG00000153147	4	ENSGALG00000009913	4
ENSG00000153162	6	ENSGALG00000012787	2
ENSG00000153179	12	ENSGALG00000009842	1
ENSG00000153187	1	ENSGALG00000010671	3
ENSG00000153201	2	ENSGALG00000016808	1
ENSG00000153207	1	ENSGALG00000010630	3
ENSG00000153208	2	ENSGALG00000008257	3
ENSG00000153234	2	ENSGALG00000012538	7
ENSG00000153237	2	ENSGALG00000012555	7
ENSG00000153246	2	ENSGALG00000011149	7
ENSG00000153250	2	ENSGALG00000011132	7
ENSG00000153253	2	ENSGALG00000011040	7
ENSG00000153266	3	ENSGALG00000007184	12
ENSG00000153303	6	ENSGALG00000011296	3
ENSG00000153310	8	ENSGALG00000036490	2
ENSG00000153317	8	ENSGALG00000037618	2
ENSG00000153347	5	ENSGALG00000044037	Z
ENSG00000153395	5	ENSGALG00000013189	2
ENSG00000153406	16	ENSGALG00000029820	14
ENSG00000153443	16	ENSGALG00000007619	14
ENSG00000153485	14	ENSGALG00000017387	5
ENSG00000153487	13	ENSGALG00000016849	1
ENSG00000153531	13	ENSGALG00000016826	1
ENSG00000153551	3	ENSGALG00000011488	2
ENSG00000153558	3	ENSGALG00000030175	2
ENSG00000153560	3	ENSGALG00000035630	2
ENSG00000153561	2	ENSGALG00000015815	4
ENSG00000153574	2	ENSGALG00000015960	4
ENSG00000153707	9	ENSGALG00000015058	Z
ENSG00000153721	6	ENSGALG00000027159	3
ENSG00000153767	3	ENSGALG00000042320	1
ENSG00000153774	16	ENSGALG00000002853	11
ENSG00000153786	16	ENSGALG00000042522	11
ENSG00000153790	7	ENSGALG00000011021	2
ENSG00000153814	7	ENSGALG00000030455	2
ENSG00000153815	16	ENSGALG00000038494	11
ENSG00000153820	2	ENSGALG00000002974	9
ENSG00000153822	17	ENSGALG00000004373	18
ENSG00000153823	2	ENSGALG00000002963	9
ENSG00000153827	2	ENSGALG00000002929	9
ENSG00000153879	19	ENSGALG00000032365	11
ENSG00000153885	19	ENSGALG00000004907	11
ENSG00000153898	1	ENSGALG00000008722	8
ENSG00000153904	1	ENSGALG00000008663	8
ENSG00000153930	17	ENSGALG00000003105	18
ENSG00000153933	17	ENSGALG00000003131	18
ENSG00000153944	17	ENSGALG00000005567	19
ENSG00000153956	7	ENSGALG00000008486	1
ENSG00000153975	6	ENSGALG00000014940	3
ENSG00000153982	17	ENSGALG00000005103	19
ENSG00000153989	6	ENSGALG00000014899	3
ENSG00000153993	7	ENSGALG00000006563	1
ENSG00000154001	14	ENSGALG00000011840	5
ENSG00000154025	17	ENSGALG00000005083	14
ENSG00000154059	18	ENSGALG00000015093	2
ENSG00000154065	18	ENSGALG00000015034	2
ENSG00000154079	6	ENSGALG00000031631	3
ENSG00000154080	18	ENSGALG00000019489	2
ENSG00000154096	11	ENSGALG00000006751	24
ENSG00000154099	16	ENSGALG00000003258	11
ENSG00000154114	11	ENSGALG00000018819	24
ENSG00000154118	16	ENSGALG00000029424	11
ENSG00000154122	5	ENSGALG00000012964	2
ENSG00000154124	5	ENSGALG00000019543	2
ENSG00000154127	11	ENSGALG00000006567	24
ENSG00000154133	11	ENSGALG00000043088	24
ENSG00000154134	11	ENSGALG00000045816	24
ENSG00000154143	11	ENSGALG00000021443	24
ENSG00000154146	11	ENSGALG00000018942	24
ENSG00000154153	5	ENSGALG00000042679	2
ENSG00000154162	5	ENSGALG00000012941	2
ENSG00000154174	3	ENSGALG00000015285	1
ENSG00000154175	3	ENSGALG00000015307	1
ENSG00000154188	8	ENSGALG00000029983	2
ENSG00000154217	17	ENSGALG00000026816	18
ENSG00000154222	1	ENSGALG00000010619	8
ENSG00000154227	15	ENSGALG00000014624	10
ENSG00000154229	17	ENSGALG00000025950	18
ENSG00000154237	15	ENSGALG00000007141	10
ENSG00000154240	17	ENSGALG00000034989	18
ENSG00000154252	2	ENSGALG00000006354	9
ENSG00000154265	17	ENSGALG00000004333	18
ENSG00000154269	6	ENSGALG00000037587	3
ENSG00000154274	4	ENSGALG00000027885	4
ENSG00000154277	4	ENSGALG00000014261	4
ENSG00000154305	1	ENSGALG00000041034	3
ENSG00000154309	1	ENSGALG00000042048	3
ENSG00000154310	3	ENSGALG00000009298	9
ENSG00000154319	8	ENSGALG00000016653	3
ENSG00000154328	8	ENSGALG00000016664	3
ENSG00000154330	9	ENSGALG00000014995	Z
ENSG00000154342	1	ENSGALG00000042657	2
ENSG00000154358	1	ENSGALG00000032534	2
ENSG00000154359	8	ENSGALG00000013725	4
ENSG00000154380	1	ENSGALG00000009303	3
ENSG00000154415	7	ENSGALG00000009435	1
ENSG00000154429	1	ENSGALG00000011084	3
ENSG00000154438	7	ENSGALG00000034574	1
ENSG00000154447	4	ENSGALG00000009692	4
ENSG00000154473	10	ENSGALG00000009681	6
ENSG00000154478	10	ENSGALG00000009684	6
ENSG00000154493	10	ENSGALG00000036689	6
ENSG00000154518	2	ENSGALG00000009286	7
