Human	Opossum	ChrOpossum	ChrHuman
ENSG00000100461	ENSMODG00000024448	1	14
ENSG00000087263	ENSMODG00000013378	1	16
ENSG00000120647	ENSMODG00000018394	8	12
ENSG00000079335	ENSMODG00000003521	2	1
ENSG00000049769	ENSMODG00000027767	X	X
ENSG00000205301	ENSMODG00000029571	2	4
ENSG00000080824	ENSMODG00000000123	4	14
ENSG00000080824	ENSMODG00000013302	1	14
ENSG00000033050	ENSMODG00000004420	8	7
ENSG00000175718	ENSMODG00000014054	X	X
ENSG00000120332	ENSMODG00000004446	2	1
ENSG00000137776	ENSMODG00000020311	3	15
ENSG00000137776	ENSMODG00000008794	1	15
ENSG00000116128	ENSMODG00000018736	2	1
ENSG00000155530	ENSMODG00000014373	8	7
ENSG00000221970	ENSMODG00000001599	8	7
ENSG00000051341	ENSMODG00000018252	4	3
ENSG00000162645	ENSMODG00000025651	2	1
ENSG00000162645	ENSMODG00000025650	2	1
ENSG00000162645	ENSMODG00000012376	2	1
ENSG00000116151	ENSMODG00000025573	4	1
ENSG00000163682	ENSMODG00000020553	5	4
ENSG00000182934	ENSMODG00000029422	4	11
ENSG00000182934	ENSMODG00000004576	4	11
ENSG00000127870	ENSMODG00000008695	4	13
ENSG00000099817	ENSMODG00000005494	3	19
ENSG00000179580	ENSMODG00000016093	6	16
ENSG00000185567	ENSMODG00000013801	1	14
ENSG00000101004	ENSMODG00000006490	1	20
ENSG00000004897	ENSMODG00000010908	2	17
ENSG00000130766	ENSMODG00000010846	4	1
ENSG00000074317	ENSMODG00000025744	1	5
ENSG00000129116	ENSMODG00000002837	5	4
ENSG00000167074	ENSMODG00000016547	Un	22
ENSG00000022277	ENSMODG00000016442	1	20
ENSG00000188909	ENSMODG00000012962	4	11
ENSG00000127337	ENSMODG00000020377	8	12
ENSG00000155875	ENSMODG00000014676	6	9
ENSG00000171843	ENSMODG00000003574	6	9
ENSG00000171791	ENSMODG00000005242	3	18
ENSG00000092531	ENSMODG00000017889	1	15
ENSG00000067900	ENSMODG00000021484	3	18
ENSG00000166140	ENSMODG00000000221	1	15
ENSG00000102981	ENSMODG00000005697	1	16
ENSG00000032389	ENSMODG00000014444	1	2
ENSG00000255221	ENSMODG00000028096	4	11
ENSG00000186222	ENSMODG00000011923	3	4
ENSG00000115295	ENSMODG00000015535	1	2
ENSG00000198060	ENSMODG00000006639	1	10
ENSG00000122257	ENSMODG00000024432	3	16
ENSG00000122257	ENSMODG00000024434	3	16
ENSG00000122257	ENSMODG00000006421	3	16
ENSG00000122257	ENSMODG00000024435	3	16
ENSG00000105053	ENSMODG00000012521	4	19
ENSG00000128487	ENSMODG00000011081	2	17
ENSG00000188263	ENSMODG00000005362	8	22
ENSG00000197172	ENSMODG00000011382	X	X
ENSG00000197172	ENSMODG00000016736	8	X
ENSG00000117868	ENSMODG00000005435	8	7
ENSG00000136014	ENSMODG00000008126	8	12
ENSG00000070269	ENSMODG00000007703	1	14
ENSG00000127515	ENSMODG00000014469	3	19
ENSG00000127515	ENSMODG00000023840	3	19
ENSG00000127515	ENSMODG00000023843	3	19
ENSG00000127515	ENSMODG00000023783	3	19
ENSG00000127515	ENSMODG00000007234	3	19
ENSG00000127515	ENSMODG00000023780	3	19
ENSG00000127515	ENSMODG00000007347	3	19
ENSG00000127515	ENSMODG00000007250	3	19
ENSG00000127515	ENSMODG00000007238	3	19
ENSG00000127515	ENSMODG00000023839	3	19
ENSG00000127515	ENSMODG00000023837	3	19
ENSG00000127515	ENSMODG00000023779	3	19
ENSG00000127515	ENSMODG00000023785	3	19
ENSG00000127515	ENSMODG00000023782	3	19
ENSG00000127515	ENSMODG00000025635	3	19
ENSG00000127515	ENSMODG00000023781	3	19
ENSG00000127515	ENSMODG00000023844	3	19
ENSG00000118307	ENSMODG00000017466	8	12
ENSG00000160200	ENSMODG00000021028	4	21
ENSG00000151611	ENSMODG00000000508	5	4
ENSG00000185988	ENSMODG00000005029	3	19
ENSG00000141086	ENSMODG00000005442	1	16
ENSG00000067842	ENSMODG00000008152	X	X
ENSG00000010072	ENSMODG00000008834	2	1
ENSG00000062038	ENSMODG00000003284	1	16
ENSG00000162383	ENSMODG00000000493	2	1
ENSG00000132688	ENSMODG00000016807	2	1
ENSG00000100316	ENSMODG00000009539	8	22
ENSG00000158526	ENSMODG00000020894	Un	X
ENSG00000197063	ENSMODG00000003081	2	17
ENSG00000147100	ENSMODG00000011962	Un	X
ENSG00000103051	ENSMODG00000014387	1	16
ENSG00000139323	ENSMODG00000009882	8	12
ENSG00000172421	ENSMODG00000028071	2	17
ENSG00000128739	ENSMODG00000013926	1	15
ENSG00000112210	ENSMODG00000018720	2	6
ENSG00000122299	ENSMODG00000004986	6	16
ENSG00000188153	ENSMODG00000011584	X	X
ENSG00000179172	ENSMODG00000017619	1	1
ENSG00000179172	ENSMODG00000006606	1	1
ENSG00000273559	ENSMODG00000012627	2	17
ENSG00000121621	ENSMODG00000009475	5	11
ENSG00000119969	ENSMODG00000005589	1	10
ENSG00000113407	ENSMODG00000020405	3	5
ENSG00000234409	ENSMODG00000029364	3	22
ENSG00000182742	ENSMODG00000012340	2	17
ENSG00000062194	ENSMODG00000024848	3	5
ENSG00000062194	ENSMODG00000011278	1	5
ENSG00000062194	ENSMODG00000019540	3	5
ENSG00000115091	ENSMODG00000000612	4	2
ENSG00000116353	ENSMODG00000011066	4	1
ENSG00000104691	ENSMODG00000019003	5	8
ENSG00000070423	ENSMODG00000006450	3	19
ENSG00000164120	ENSMODG00000003626	5	4
ENSG00000149483	ENSMODG00000020360	5	11
ENSG00000127914	ENSMODG00000010587	8	7
ENSG00000145743	ENSMODG00000019413	3	5
ENSG00000056277	ENSMODG00000008223	1	X
ENSG00000117262	ENSMODG00000018742	2	1
ENSG00000157227	ENSMODG00000005279	1	14
ENSG00000198721	ENSMODG00000009786	3	6
ENSG00000257923	ENSMODG00000013581	2	7
ENSG00000115514	ENSMODG00000001358	7	2
ENSG00000196476	ENSMODG00000019504	1	20
ENSG00000101276	ENSMODG00000023520	1	20
ENSG00000101276	ENSMODG00000023521	1	20
ENSG00000040608	ENSMODG00000009275	3	22
ENSG00000158987	ENSMODG00000014131	1	5
ENSG00000120616	ENSMODG00000007604	8	10
ENSG00000157404	ENSMODG00000020671	5	4
ENSG00000078814	ENSMODG00000002541	1	20
ENSG00000136352	ENSMODG00000012691	1	14
ENSG00000171928	ENSMODG00000025676	2	17
ENSG00000138443	ENSMODG00000016244	7	2
ENSG00000163634	ENSMODG00000003009	6	3
ENSG00000248713	ENSMODG00000020698	5	4
ENSG00000254462	ENSMODG00000020112	5	11
ENSG00000130772	ENSMODG00000010853	4	1
ENSG00000170927	ENSMODG00000018828	2	6
ENSG00000154096	ENSMODG00000013188	4	11
ENSG00000171552	ENSMODG00000019490	1	20
ENSG00000143107	ENSMODG00000002324	2	1
ENSG00000125538	ENSMODG00000013815	1	2
ENSG00000249481	ENSMODG00000028314	2	6
ENSG00000143631	ENSMODG00000019099	2	1
ENSG00000204518	ENSMODG00000012382	4	1
ENSG00000085063	ENSMODG00000009809	5	11
ENSG00000137364	ENSMODG00000024655	3	6
ENSG00000139133	ENSMODG00000025457	8	12
ENSG00000144468	ENSMODG00000021209	7	2
ENSG00000075568	ENSMODG00000001070	7	2
ENSG00000116774	ENSMODG00000000647	2	1
ENSG00000135269	ENSMODG00000015840	8	7
ENSG00000196531	ENSMODG00000019856	Un	12
ENSG00000198944	ENSMODG00000013874	1	5
ENSG00000121005	ENSMODG00000006887	3	8
ENSG00000170903	ENSMODG00000029279	4	11
ENSG00000115649	ENSMODG00000015328	7	2
ENSG00000184898	ENSMODG00000003581	4	2
ENSG00000113552	ENSMODG00000010398	1	5
ENSG00000113552	ENSMODG00000025078	5	5
ENSG00000146242	ENSMODG00000018403	2	6
ENSG00000130414	ENSMODG00000007705	2	2
ENSG00000125149	ENSMODG00000006324	1	16
ENSG00000189152	ENSMODG00000000961	6	17
ENSG00000130816	ENSMODG00000005463	3	19
ENSG00000186001	ENSMODG00000018392	4	3
ENSG00000145723	ENSMODG00000019288	3	5
ENSG00000126107	ENSMODG00000025335	2	1
ENSG00000160209	ENSMODG00000021034	4	21
ENSG00000113391	ENSMODG00000020131	3	5
ENSG00000127561	ENSMODG00000016066	6	16
ENSG00000124391	ENSMODG00000004230	1	16
ENSG00000159228	ENSMODG00000021044	4	21
ENSG00000159228	ENSMODG00000025396	6	21
ENSG00000159228	ENSMODG00000021047	4	21
ENSG00000137804	ENSMODG00000000151	1	15
ENSG00000205978	ENSMODG00000002972	1	14
ENSG00000172590	ENSMODG00000005284	1	14
ENSG00000168078	ENSMODG00000015986	1	8
ENSG00000168078	ENSMODG00000015425	6	8
ENSG00000213672	ENSMODG00000013410	6	3
ENSG00000132475	ENSMODG00000005983	2	17
ENSG00000120519	ENSMODG00000000522	5	4
ENSG00000183336	ENSMODG00000015658	6	16
ENSG00000049540	ENSMODG00000028305	2	7
ENSG00000106829	ENSMODG00000009542	6	9
ENSG00000099814	ENSMODG00000013774	1	14
ENSG00000101695	ENSMODG00000010864	3	18
ENSG00000184967	ENSMODG00000015342	3	12
ENSG00000130309	ENSMODG00000004372	3	19
ENSG00000108107	ENSMODG00000000275	Un	19
ENSG00000120656	ENSMODG00000010943	4	1
ENSG00000197119	ENSMODG00000013132	1	14
ENSG00000176171	ENSMODG00000019678	Un	10
ENSG00000169241	ENSMODG00000017106	2	1
ENSG00000163527	ENSMODG00000015164	8	3
ENSG00000181273	ENSMODG00000020073	5	11
ENSG00000181273	ENSMODG00000024286	5	11
ENSG00000181273	ENSMODG00000020080	5	11
ENSG00000181273	ENSMODG00000020077	5	11
ENSG00000160917	ENSMODG00000001367	6	7
ENSG00000175106	ENSMODG00000025676	2	17
ENSG00000141232	ENSMODG00000012678	2	17
ENSG00000117593	ENSMODG00000004188	2	1
ENSG00000133317	ENSMODG00000028381	5	11
ENSG00000211659	ENSMODG00000013969	3	22
ENSG00000211659	ENSMODG00000013971	3	22
ENSG00000185920	ENSMODG00000002769	6	9
ENSG00000106665	ENSMODG00000013885	2	7
ENSG00000125257	ENSMODG00000009315	7	13
ENSG00000106809	ENSMODG00000027608	Un	9
ENSG00000149091	ENSMODG00000015040	Un	11
ENSG00000078898	ENSMODG00000025746	1	20
ENSG00000173281	ENSMODG00000019023	5	8
ENSG00000078902	ENSMODG00000020504	Un	11
ENSG00000075035	ENSMODG00000002891	3	12
ENSG00000127804	ENSMODG00000010765	2	17
ENSG00000111276	ENSMODG00000018225	8	12
ENSG00000086758	ENSMODG00000020890	Un	X
ENSG00000005059	ENSMODG00000005959	5	4
ENSG00000102359	ENSMODG00000011837	X	X
ENSG00000156374	ENSMODG00000011120	1	10
ENSG00000146555	ENSMODG00000000232	6	7
ENSG00000115484	ENSMODG00000002882	1	2
ENSG00000105467	ENSMODG00000000237	Un	19
ENSG00000175318	ENSMODG00000001901	1	15
ENSG00000102053	ENSMODG00000005206	X	X
ENSG00000112486	ENSMODG00000006143	2	6
ENSG00000213204	ENSMODG00000018314	2	6
ENSG00000171163	ENSMODG00000009168	2	1
ENSG00000139433	ENSMODG00000004397	3	12
ENSG00000099812	ENSMODG00000028273	3	19
ENSG00000025772	ENSMODG00000016196	1	20
ENSG00000080839	ENSMODG00000000374	1	20
ENSG00000169344	ENSMODG00000006730	6	16
ENSG00000174970	ENSMODG00000024335	5	11
ENSG00000174970	ENSMODG00000024355	5	11
ENSG00000174970	ENSMODG00000024351	5	11
ENSG00000174970	ENSMODG00000024339	5	11
ENSG00000174970	ENSMODG00000024337	5	11
ENSG00000174970	ENSMODG00000024340	5	11
ENSG00000174970	ENSMODG00000024352	5	11
ENSG00000174970	ENSMODG00000020028	5	11
ENSG00000174970	ENSMODG00000024344	5	11
ENSG00000174970	ENSMODG00000024354	5	11
ENSG00000174970	ENSMODG00000020021	5	11
ENSG00000174970	ENSMODG00000024341	5	11
ENSG00000174970	ENSMODG00000024349	5	11
ENSG00000174970	ENSMODG00000024343	5	11
ENSG00000174970	ENSMODG00000024336	5	11
ENSG00000174970	ENSMODG00000024350	5	11
ENSG00000174970	ENSMODG00000024347	5	11
ENSG00000174970	ENSMODG00000024361	5	11
ENSG00000174970	ENSMODG00000024357	5	11
ENSG00000174970	ENSMODG00000024353	5	11
ENSG00000174970	ENSMODG00000020001	5	11
ENSG00000174970	ENSMODG00000020020	5	11
ENSG00000174970	ENSMODG00000024338	5	11
ENSG00000125779	ENSMODG00000015441	1	20
ENSG00000152670	ENSMODG00000019511	3	5
ENSG00000072274	ENSMODG00000003167	2	3
ENSG00000072274	ENSMODG00000018427	4	3
ENSG00000280236	ENSMODG00000023830	2	6
ENSG00000280236	ENSMODG00000016090	2	6
ENSG00000280236	ENSMODG00000023832	2	6
ENSG00000280236	ENSMODG00000016085	2	6
ENSG00000165606	ENSMODG00000002342	1	10
ENSG00000258465	ENSMODG00000009621	2	1
ENSG00000112578	ENSMODG00000012808	2	6
ENSG00000242950	ENSMODG00000014409	8	7
ENSG00000101493	ENSMODG00000012315	3	18
ENSG00000179958	ENSMODG00000001513	6	16
ENSG00000159263	ENSMODG00000021008	4	21
ENSG00000172935	ENSMODG00000004054	5	11
ENSG00000101577	ENSMODG00000021466	3	18
ENSG00000143373	ENSMODG00000018857	2	1
ENSG00000171396	ENSMODG00000014024	2	17
ENSG00000255151	ENSMODG00000020178	5	11
ENSG00000255151	ENSMODG00000020180	5	11
ENSG00000255151	ENSMODG00000020179	5	11
ENSG00000188542	ENSMODG00000013459	2	2
ENSG00000119523	ENSMODG00000012667	6	9
ENSG00000113083	ENSMODG00000013484	6	5
ENSG00000144021	ENSMODG00000008332	1	2
ENSG00000138495	ENSMODG00000018206	4	3
ENSG00000187003	ENSMODG00000024654	6	9
ENSG00000109066	ENSMODG00000006878	2	17
ENSG00000148154	ENSMODG00000005539	6	9
ENSG00000144306	ENSMODG00000009337	4	2
ENSG00000198171	ENSMODG00000005470	5	20
ENSG00000198862	ENSMODG00000020996	4	21
ENSG00000160305	ENSMODG00000008324	2	21
ENSG00000160305	ENSMODG00000029026	2	21
ENSG00000005810	ENSMODG00000001380	7	13
ENSG00000258539	ENSMODG00000010207	1	10
ENSG00000171723	ENSMODG00000009870	1	14
ENSG00000196363	ENSMODG00000025415	7	9
ENSG00000139684	ENSMODG00000011290	4	13
ENSG00000176204	ENSMODG00000016671	1	2
ENSG00000135750	ENSMODG00000008541	2	1
ENSG00000198732	ENSMODG00000007249	1	14
ENSG00000006071	ENSMODG00000006995	5	11
ENSG00000145907	ENSMODG00000008993	1	5
ENSG00000145907	ENSMODG00000023523	3	5
ENSG00000145907	ENSMODG00000013903	8	5
ENSG00000101082	ENSMODG00000001378	1	20
ENSG00000136856	ENSMODG00000019809	1	9
ENSG00000185585	ENSMODG00000019750	1	9
ENSG00000023892	ENSMODG00000013789	2	6
ENSG00000124827	ENSMODG00000010371	3	6
ENSG00000256950	ENSMODG00000012147	3	12
ENSG00000185290	ENSMODG00000023179	2	7
ENSG00000164414	ENSMODG00000018310	2	6
ENSG00000173918	ENSMODG00000002030	2	17
ENSG00000152661	ENSMODG00000017758	2	6
ENSG00000157782	ENSMODG00000003051	3	12
ENSG00000146147	ENSMODG00000018791	2	6
ENSG00000166897	ENSMODG00000000543	8	22
ENSG00000117643	ENSMODG00000013999	4	1
ENSG00000006016	ENSMODG00000003510	3	19
ENSG00000130312	ENSMODG00000015047	3	19
ENSG00000141858	ENSMODG00000011961	3	19
ENSG00000183549	ENSMODG00000006801	6	16
ENSG00000169435	ENSMODG00000019181	5	4
ENSG00000144834	ENSMODG00000018096	4	3
ENSG00000167325	ENSMODG00000008391	4	11
ENSG00000198792	ENSMODG00000018730	Un	22
ENSG00000184831	ENSMODG00000025554	4	X
ENSG00000237515	ENSMODG00000004779	6	16
ENSG00000125971	ENSMODG00000002702	1	20
ENSG00000186007	ENSMODG00000025662	2	1
ENSG00000128626	ENSMODG00000013431	4	19
ENSG00000252284	ENSMODG00000026058	5	18
ENSG00000275933	ENSMODG00000026738	3	1
ENSG00000164128	ENSMODG00000002155	5	4
ENSG00000074696	ENSMODG00000009893	1	15
ENSG00000003987	ENSMODG00000019051	5	8
ENSG00000166589	ENSMODG00000006775	1	16
ENSG00000197632	ENSMODG00000005456	3	18
ENSG00000212532	ENSMODG00000026163	2	6
ENSG00000212224	ENSMODG00000026322	5	20
ENSG00000253276	ENSMODG00000016388	8	7
ENSG00000212348	ENSMODG00000026901	Un	8
ENSG00000212348	ENSMODG00000021761	1	8
ENSG00000212348	ENSMODG00000026151	1	8
ENSG00000280498	ENSMODG00000026060	4	1
ENSG00000280498	ENSMODG00000026986	4	1
ENSG00000252953	ENSMODG00000026632	2	3
ENSG00000252953	ENSMODG00000027050	6	3
ENSG00000202374	ENSMODG00000022268	8	4
ENSG00000212187	ENSMODG00000026322	5	1
ENSG00000138777	ENSMODG00000020635	5	4
ENSG00000011105	ENSMODG00000018335	8	12
ENSG00000251887	ENSMODG00000026125	3	5
ENSG00000112339	ENSMODG00000017499	2	6
ENSG00000120334	ENSMODG00000004148	2	1
ENSG00000153404	ENSMODG00000025606	3	5
ENSG00000274118	ENSMODG00000026552	5	7
ENSG00000212175	ENSMODG00000026119	1	2
ENSG00000071203	ENSMODG00000025545	5	11
ENSG00000251975	ENSMODG00000027267	6	5
ENSG00000127152	ENSMODG00000012964	1	14
ENSG00000212366	ENSMODG00000025983	2	1
ENSG00000212366	ENSMODG00000027225	6	1
ENSG00000212366	ENSMODG00000027003	1	1
ENSG00000212366	ENSMODG00000021978	3	1
ENSG00000206785	ENSMODG00000026022	2	7
ENSG00000252459	ENSMODG00000025969	4	12
ENSG00000202119	ENSMODG00000022978	8	6
ENSG00000202119	ENSMODG00000022225	4	6
ENSG00000221241	ENSMODG00000026701	1	19
ENSG00000221241	ENSMODG00000026696	Un	19
ENSG00000221241	ENSMODG00000026431	Un	19
ENSG00000106617	ENSMODG00000004614	8	7
ENSG00000108515	ENSMODG00000005273	2	17
ENSG00000184271	ENSMODG00000018676	Un	12
ENSG00000157212	ENSMODG00000004929	8	7
ENSG00000011426	ENSMODG00000021170	6	7
ENSG00000200320	ENSMODG00000021706	7	3
ENSG00000275146	ENSMODG00000026474	1	11
ENSG00000275146	ENSMODG00000026084	4	11
ENSG00000275146	ENSMODG00000026976	1	11
ENSG00000122966	ENSMODG00000000414	Un	12
ENSG00000172216	ENSMODG00000016314	1	20
ENSG00000271841	ENSMODG00000027005	Un	3
ENSG00000201542	ENSMODG00000022268	8	1
ENSG00000243207	ENSMODG00000005158	3	19
ENSG00000238926	ENSMODG00000026552	5	X
ENSG00000135597	ENSMODG00000017316	2	6
ENSG00000170525	ENSMODG00000016654	8	10
ENSG00000125998	ENSMODG00000019691	Un	20
ENSG00000222859	ENSMODG00000026967	3	4
ENSG00000252199	ENSMODG00000026489	X	21
ENSG00000180185	ENSMODG00000016110	6	16
ENSG00000197959	ENSMODG00000003962	2	1
ENSG00000179456	ENSMODG00000006570	2	1
ENSG00000168811	ENSMODG00000011361	7	3
ENSG00000163162	ENSMODG00000001750	7	2
ENSG00000114904	ENSMODG00000011196	6	3
ENSG00000083223	ENSMODG00000003542	6	9
ENSG00000165819	ENSMODG00000006085	1	14
ENSG00000157020	ENSMODG00000005505	6	3
ENSG00000211895	ENSMODG00000014627	1	14
ENSG00000133636	ENSMODG00000020497	8	12
ENSG00000127124	ENSMODG00000017330	4	1
ENSG00000156006	ENSMODG00000023205	1	8
ENSG00000063177	ENSMODG00000025119	6	19
ENSG00000101452	ENSMODG00000000495	1	20
ENSG00000107249	ENSMODG00000015403	6	9
ENSG00000165724	ENSMODG00000017172	1	9
ENSG00000165059	ENSMODG00000012087	3	9
ENSG00000092758	ENSMODG00000016823	1	20
ENSG00000201687	ENSMODG00000022333	2	11
ENSG00000201687	ENSMODG00000022974	1	11
ENSG00000201687	ENSMODG00000026916	8	11
ENSG00000251809	ENSMODG00000027033	5	17
ENSG00000251809	ENSMODG00000027167	3	17
ENSG00000177606	ENSMODG00000003321	2	1
ENSG00000270757	ENSMODG00000012305	4	2
ENSG00000222363	ENSMODG00000026650	8	17
ENSG00000125741	ENSMODG00000021542	4	19
ENSG00000252408	ENSMODG00000021800	2	19
ENSG00000150244	ENSMODG00000000856	6	11
ENSG00000150244	ENSMODG00000011617	4	11
ENSG00000150244	ENSMODG00000011608	4	11
ENSG00000150244	ENSMODG00000014968	8	11
ENSG00000182329	ENSMODG00000025491	7	2
ENSG00000117174	ENSMODG00000025703	2	1
ENSG00000145642	ENSMODG00000019628	3	5
ENSG00000212604	ENSMODG00000025997	2	15
ENSG00000065457	ENSMODG00000002203	1	16
ENSG00000178882	ENSMODG00000012597	3	12
ENSG00000252404	ENSMODG00000026957	2	1
ENSG00000138650	ENSMODG00000020768	5	4
ENSG00000131620	ENSMODG00000019768	Un	11
ENSG00000201348	ENSMODG00000021629	4	20
ENSG00000201348	ENSMODG00000021917	4	20
ENSG00000201348	ENSMODG00000022160	4	20
ENSG00000274915	ENSMODG00000026847	1	20
ENSG00000212490	ENSMODG00000026322	5	4
ENSG00000200385	ENSMODG00000026055	X	14
ENSG00000124380	ENSMODG00000011407	1	2
ENSG00000126088	ENSMODG00000002481	2	1
ENSG00000200471	ENSMODG00000026079	3	7
ENSG00000200471	ENSMODG00000021778	2	7
ENSG00000186564	ENSMODG00000001413	2	1
ENSG00000139977	ENSMODG00000007755	1	14
ENSG00000182095	ENSMODG00000000994	6	7
ENSG00000253117	ENSMODG00000001231	3	8
ENSG00000164181	ENSMODG00000019585	3	5
ENSG00000141367	ENSMODG00000014431	2	17
ENSG00000166263	ENSMODG00000014863	2	17
ENSG00000207053	ENSMODG00000026678	7	20
ENSG00000199477	ENSMODG00000026094	7	13
ENSG00000222601	ENSMODG00000021752	8	12
ENSG00000251767	ENSMODG00000027005	Un	1
ENSG00000182827	ENSMODG00000005990	2	1
ENSG00000158169	ENSMODG00000002781	6	9
ENSG00000097021	ENSMODG00000023679	4	1
ENSG00000104375	ENSMODG00000006474	3	8
ENSG00000204427	ENSMODG00000015277	2	6
ENSG00000144285	ENSMODG00000006537	4	2
ENSG00000258417	ENSMODG00000001231	3	8
ENSG00000212344	ENSMODG00000021783	3	3
ENSG00000104368	ENSMODG00000010225	1	8
ENSG00000123453	ENSMODG00000013033	1	9
ENSG00000106785	ENSMODG00000012543	6	9
ENSG00000063245	ENSMODG00000014034	Un	19
ENSG00000184530	ENSMODG00000017669	2	6
ENSG00000056050	ENSMODG00000003037	5	4
ENSG00000117751	ENSMODG00000010718	4	1
ENSG00000105926	ENSMODG00000000740	8	7
ENSG00000152457	ENSMODG00000016932	8	10
ENSG00000187735	ENSMODG00000013912	X	8
ENSG00000187735	ENSMODG00000014383	4	8
ENSG00000187735	ENSMODG00000010130	X	8
ENSG00000187735	ENSMODG00000020307	3	8
ENSG00000187735	ENSMODG00000009389	3	8
ENSG00000187735	ENSMODG00000024614	2	8
ENSG00000187735	ENSMODG00000000322	1	8
ENSG00000130811	ENSMODG00000029200	Un	19
ENSG00000130811	ENSMODG00000005173	3	19
ENSG00000161270	ENSMODG00000013975	4	19
ENSG00000114209	ENSMODG00000016226	7	3
ENSG00000134369	ENSMODG00000000459	2	1
ENSG00000116194	ENSMODG00000006041	2	1
ENSG00000175567	ENSMODG00000007498	4	11
ENSG00000176014	ENSMODG00000003363	3	18
ENSG00000139168	ENSMODG00000006493	2	12
ENSG00000139168	ENSMODG00000008893	8	12
ENSG00000182923	ENSMODG00000018511	4	3
ENSG00000077044	ENSMODG00000003088	2	2
ENSG00000123562	ENSMODG00000009088	6	X
ENSG00000112473	ENSMODG00000014239	2	6
ENSG00000159921	ENSMODG00000002632	6	9
ENSG00000059915	ENSMODG00000011313	1	10
ENSG00000115233	ENSMODG00000005337	4	2
ENSG00000106013	ENSMODG00000015504	8	7
ENSG00000157510	ENSMODG00000005760	1	5
ENSG00000248746	ENSMODG00000008160	8	11
ENSG00000170653	ENSMODG00000027443	Un	12
ENSG00000179636	ENSMODG00000006689	1	14
ENSG00000157259	ENSMODG00000010701	8	7
ENSG00000126464	ENSMODG00000013613	4	19
ENSG00000240720	ENSMODG00000010621	8	7
ENSG00000211455	ENSMODG00000016636	8	12
ENSG00000205084	ENSMODG00000002180	1	16
ENSG00000212493	ENSMODG00000026131	6	3
ENSG00000138395	ENSMODG00000016326	7	2
ENSG00000199801	ENSMODG00000026620	2	17
ENSG00000199801	ENSMODG00000026693	2	17
ENSG00000165060	ENSMODG00000002952	6	9
ENSG00000114786	ENSMODG00000011771	6	3
ENSG00000163888	ENSMODG00000002383	2	3
ENSG00000200814	ENSMODG00000026723	5	12
ENSG00000202479	ENSMODG00000022017	4	2
ENSG00000222177	ENSMODG00000027078	8	16
ENSG00000222177	ENSMODG00000027081	1	16
ENSG00000222177	ENSMODG00000026652	2	16
ENSG00000125872	ENSMODG00000003898	1	20
ENSG00000135912	ENSMODG00000015375	7	2
ENSG00000207068	ENSMODG00000022219	3	10
ENSG00000207068	ENSMODG00000021869	4	10
ENSG00000207068	ENSMODG00000022051	4	10
ENSG00000207068	ENSMODG00000026999	6	10
ENSG00000207068	ENSMODG00000027114	5	10
ENSG00000207068	ENSMODG00000021811	X	10
ENSG00000207068	ENSMODG00000022483	3	10
ENSG00000207068	ENSMODG00000026958	7	10
ENSG00000115020	ENSMODG00000015918	7	2
ENSG00000251904	ENSMODG00000025980	1	8
ENSG00000207329	ENSMODG00000026620	2	9
ENSG00000207329	ENSMODG00000026693	2	9
ENSG00000100852	ENSMODG00000017613	1	14
ENSG00000081014	ENSMODG00000002130	1	15
ENSG00000201376	ENSMODG00000026489	X	14
ENSG00000201329	ENSMODG00000026879	5	8
ENSG00000164362	ENSMODG00000000966	3	5
ENSG00000202383	ENSMODG00000021647	1	9
ENSG00000064835	ENSMODG00000016940	7	3
ENSG00000207168	ENSMODG00000026022	2	7
ENSG00000143546	ENSMODG00000017403	2	1
ENSG00000169306	ENSMODG00000007199	4	X
ENSG00000103569	ENSMODG00000008662	1	15
ENSG00000206726	ENSMODG00000025983	2	2
ENSG00000206726	ENSMODG00000027225	6	2
ENSG00000206726	ENSMODG00000027003	1	2
ENSG00000206726	ENSMODG00000021978	3	2
ENSG00000104361	ENSMODG00000006534	3	8
ENSG00000118997	ENSMODG00000012112	4	2
ENSG00000252302	ENSMODG00000025980	1	3
ENSG00000274607	ENSMODG00000026553	1	17
ENSG00000274607	ENSMODG00000022101	2	17
ENSG00000274607	ENSMODG00000021598	4	17
ENSG00000274607	ENSMODG00000027208	1	17
ENSG00000198937	ENSMODG00000013346	2	6
ENSG00000222308	ENSMODG00000026773	1	5
ENSG00000145936	ENSMODG00000006835	1	5
ENSG00000184012	ENSMODG00000020961	4	21
ENSG00000206597	ENSMODG00000026043	Un	11
ENSG00000214575	ENSMODG00000002000	1	15
ENSG00000185420	ENSMODG00000006404	2	1
ENSG00000206754	ENSMODG00000025982	2	6
ENSG00000274276	ENSMODG00000021028	4	21
ENSG00000118271	ENSMODG00000010932	3	18
ENSG00000066739	ENSMODG00000012812	1	14
ENSG00000108839	ENSMODG00000006105	2	17
ENSG00000108839	ENSMODG00000025681	2	17
ENSG00000108839	ENSMODG00000006059	2	17
ENSG00000108839	ENSMODG00000006013	2	17
ENSG00000120327	ENSMODG00000011223	1	5
ENSG00000120327	ENSMODG00000011237	1	5
ENSG00000120327	ENSMODG00000006343	1	5
ENSG00000120327	ENSMODG00000011229	1	5
ENSG00000120327	ENSMODG00000011065	1	5
ENSG00000120327	ENSMODG00000010988	Un	5
ENSG00000120327	ENSMODG00000011226	1	5
ENSG00000006756	ENSMODG00000000049	7	X
ENSG00000127980	ENSMODG00000010715	8	7
